code_dept,annee,taux_chomage_moyen,taux_chomage_min,taux_chomage_max,nb_trimestres
17,1997,11.5,11.5,11.5,4
17,1998,11.2,11.1,11.3,4
17,1999,11.08,10.7,11.3,4
17,2000,9.65,9.1,10.2,4
17,2001,8.8,8.6,9.0,4
17,2002,8.43,8.4,8.5,4
17,2003,8.9,8.7,9.2,4
17,2004,9.3,9.2,9.4,4
17,2005,9.38,9.1,9.6,4
17,2006,9.28,8.7,9.6,4
17,2007,8.3,7.8,8.8,4
17,2008,7.72,7.4,8.2,4
17,2009,9.5,8.9,10.0,4
17,2010,9.57,9.5,9.7,4
17,2011,9.32,9.2,9.4,4
17,2012,9.82,9.5,10.2,4
17,2013,10.48,10.3,10.7,4
17,2014,10.42,10.2,10.7,4
17,2015,10.7,10.5,10.9,4
17,2016,10.25,10.1,10.5,4
17,2017,9.48,9.0,9.7,4
17,2018,9.02,8.8,9.3,4
17,2019,8.45,8.2,8.8,4
17,2020,8.18,7.7,9.1,4
17,2021,7.72,7.1,8.1,4
17,2022,6.9,6.6,7.1,4
17,2023,6.75,6.6,7.0,4
17,2024,6.88,6.8,7.0,4
17,2025,7.12,6.9,7.4,4
18,1982,5.68,5.6,5.8,4
18,1983,5.95,5.6,6.5,4
18,1984,7.62,7.1,8.1,4
18,1985,7.92,7.8,8.1,4
18,1986,8.1,8.0,8.2,4
18,1987,7.98,7.8,8.2,4
18,1988,7.55,7.3,7.8,4
18,1989,7.08,6.9,7.3,4
18,1990,7.0,7.0,7.0,4
18,1991,7.45,7.0,8.0,4
18,1992,8.28,8.2,8.4,4
18,1993,8.95,8.4,9.5,4
18,1994,9.75,9.7,9.8,4
18,1995,9.12,8.9,9.4,4
18,1996,10.0,9.5,10.4,4
18,1997,10.35,10.1,10.5,4
18,1998,9.43,9.2,9.7,4
18,1999,9.12,8.8,9.3,4
18,2000,8.0,7.6,8.5,4
18,2001,7.32,7.3,7.4,4
18,2002,7.25,7.2,7.3,4
18,2003,7.82,7.5,8.2,4
18,2004,8.38,8.3,8.5,4
18,2005,8.4,8.2,8.6,4
18,2006,8.32,7.9,8.6,4
18,2007,7.35,6.9,7.8,4
18,2008,6.78,6.5,7.1,4
18,2009,8.48,7.8,9.0,4
18,2010,8.98,8.9,9.0,4
18,2011,9.07,8.9,9.4,4
18,2012,9.72,9.4,10.1,4
18,2013,10.32,10.1,10.5,4
18,2014,10.18,10.0,10.4,4
18,2015,10.48,10.3,10.6,4
18,2016,10.4,10.2,10.6,4
18,2017,9.73,9.4,9.9,4
18,2018,9.32,9.0,9.7,4
18,2019,8.75,8.6,9.0,4
18,2020,8.05,7.3,8.8,4
18,2021,7.8,7.4,8.1,4
18,2022,7.45,7.3,7.6,4
18,2023,7.25,7.2,7.3,4
18,2024,7.05,6.9,7.2,4
18,2025,7.3,7.1,7.6,4
19,1982,5.1,4.9,5.3,4
19,1983,5.55,5.3,5.9,4
19,1984,6.92,6.2,7.6,4
19,1985,7.95,7.8,8.2,4
19,1986,8.05,8.0,8.1,4
19,1987,7.92,7.8,8.0,4
19,1988,7.45,7.2,7.7,4
19,1989,6.9,6.8,7.1,4
19,1990,7.18,7.0,7.3,4
19,1991,7.38,7.3,7.5,4
19,1992,7.75,7.7,7.8,4
19,1993,8.02,7.8,8.3,4
19,1994,8.2,7.8,8.5,4
19,1995,7.32,7.2,7.5,4
19,1996,7.68,7.5,7.8,4
19,1997,7.78,7.7,7.8,4
19,1998,7.6,7.6,7.6,4
19,1999,7.2,6.7,7.6,4
19,2000,6.02,5.6,6.5,4
19,2001,5.28,5.2,5.3,4
19,2002,5.15,5.1,5.2,4
19,2003,5.72,5.5,6.0,4
19,2004,6.12,6.1,6.2,4
19,2005,6.08,5.9,6.2,4
19,2006,5.92,5.5,6.2,4
19,2007,5.3,5.0,5.6,4
19,2008,5.05,4.8,5.4,4
19,2009,6.52,6.2,6.7,4
19,2010,6.4,6.3,6.5,4
19,2011,6.62,6.5,6.9,4
19,2012,7.52,7.1,8.1,4
19,2013,8.07,7.8,8.3,4
19,2014,7.98,7.8,8.2,4
19,2015,8.22,8.1,8.3,4
19,2016,8.18,8.0,8.4,4
19,2017,7.45,7.1,7.6,4
19,2018,7.18,6.9,7.4,4
19,2019,6.72,6.6,6.9,4
19,2020,6.48,5.8,7.2,4
19,2021,6.38,6.1,6.6,4
19,2022,6.02,5.9,6.1,4
19,2023,5.98,5.9,6.1,4
19,2024,5.95,5.8,6.1,4
19,2025,5.95,5.9,6.0,4
21,1982,6.4,6.3,6.6,4
21,1983,6.85,6.6,7.2,4
21,1984,8.07,7.6,8.4,4
21,1985,8.1,7.9,8.4,4
21,1986,8.1,7.9,8.2,4
21,1987,8.6,8.4,8.8,4
21,1988,8.07,7.8,8.5,4
21,1989,7.4,7.1,7.7,4
21,1990,6.7,6.6,6.9,4
21,1991,7.0,6.7,7.3,4
21,1992,7.85,7.6,8.1,4
21,1993,8.5,8.2,8.8,4
21,1994,9.12,9.0,9.2,4
21,1995,8.65,8.5,8.8,4
21,1996,8.88,8.8,8.9,4
21,1997,8.9,8.7,9.0,4
21,1998,8.38,8.3,8.5,4
21,1999,8.12,7.7,8.4,4
21,2000,6.92,6.4,7.4,4
21,2001,6.22,6.2,6.3,4
21,2002,6.38,6.3,6.4,4
21,2003,6.95,6.7,7.2,4
21,2004,7.12,7.0,7.3,4
21,2005,7.15,7.0,7.3,4
21,2006,7.08,6.7,7.3,4
21,2007,6.45,6.1,6.8,4
21,2008,5.85,5.6,6.2,4
21,2009,7.4,6.9,7.9,4
21,2010,7.6,7.5,7.7,4
21,2011,7.4,7.3,7.5,4
21,2012,8.07,7.6,8.6,4
21,2013,8.7,8.4,8.9,4
21,2014,8.55,8.4,8.8,4
21,2015,8.8,8.7,8.9,4
21,2016,8.5,8.3,8.8,4
21,2017,7.8,7.4,8.0,4
21,2018,7.35,7.1,7.6,4
21,2019,6.85,6.6,7.1,4
21,2020,6.28,5.7,7.0,4
21,2021,5.92,5.5,6.2,4
21,2022,5.6,5.5,5.7,4
21,2023,5.68,5.5,5.8,4
21,2024,5.75,5.7,5.8,4
21,2025,6.02,5.8,6.3,4
22,1982,7.42,7.1,7.7,4
22,1983,7.88,7.7,8.2,4
22,1984,9.25,8.7,9.9,4
22,1985,9.9,9.7,10.1,4
22,1986,9.65,9.6,9.7,4
22,1987,9.45,9.2,9.6,4
22,1988,8.75,8.6,9.0,4
22,1989,8.35,8.2,8.5,4
22,1990,8.0,7.8,8.1,4
22,1991,7.68,7.6,7.8,4
22,1992,8.15,8.0,8.3,4
22,1993,8.62,8.4,8.9,4
22,1994,9.1,9.0,9.2,4
22,1995,8.55,8.4,8.8,4
22,1996,8.85,8.7,8.9,4
22,1997,8.88,8.8,8.9,4
22,1998,8.4,8.3,8.6,4
22,1999,8.05,7.5,8.5,4
22,2000,6.7,6.3,7.1,4
22,2001,6.12,6.1,6.2,4
22,2002,6.28,6.2,6.4,4
22,2003,6.8,6.7,7.0,4
22,2004,7.0,6.9,7.1,4
22,2005,6.98,6.8,7.2,4
22,2006,7.05,6.7,7.3,4
22,2007,6.4,6.0,6.7,4
22,2008,5.9,5.5,6.3,4
22,2009,7.3,6.8,7.7,4
22,2010,7.57,7.5,7.6,4
22,2011,7.65,7.5,7.9,4
22,2012,8.22,7.9,8.6,4
22,2013,8.93,8.8,9.0,4
22,2014,9.02,8.9,9.3,4
22,2015,9.12,9.1,9.2,4
22,2016,9.0,8.7,9.2,4
22,2017,8.32,8.0,8.5,4
22,2018,7.92,7.7,8.2,4
22,2019,7.42,7.1,7.7,4
22,2020,7.05,6.6,7.8,4
22,2021,6.85,6.4,7.1,4
22,2022,6.28,6.2,6.4,4
22,2023,6.28,6.1,6.4,4
22,2024,6.25,6.1,6.4,4
22,2025,6.3,6.2,6.4,4
23,1982,5.68,5.6,5.7,4
23,1983,6.28,5.8,6.8,4
23,1984,8.2,7.6,8.6,4
23,1985,8.35,8.2,8.4,4
23,1986,8.38,8.3,8.4,4
23,1987,8.67,8.6,8.7,4
23,1988,8.57,8.4,8.8,4
23,1989,8.17,8.1,8.2,4
23,1990,7.72,7.5,8.0,4
23,1991,7.6,7.5,7.8,4
23,1992,8.02,7.9,8.1,4
23,1993,8.35,8.2,8.6,4
23,1994,8.82,8.6,9.0,4
23,1995,8.15,8.0,8.3,4
23,1996,8.62,8.5,8.7,4
23,1997,8.85,8.8,8.9,4
23,1998,8.7,8.6,8.8,4
23,1999,8.65,8.4,8.8,4
23,2000,7.5,7.1,7.9,4
23,2001,7.0,6.9,7.1,4
23,2002,6.48,6.3,6.7,4
23,2003,6.98,6.6,7.2,4
23,2004,7.4,7.3,7.5,4
23,2005,7.45,7.3,7.6,4
23,2006,7.3,6.8,7.6,4
23,2007,6.95,6.6,7.2,4
23,2008,6.68,6.3,7.0,4
23,2009,7.9,7.5,8.2,4
23,2010,8.43,8.2,8.7,4
23,2011,8.88,8.8,9.0,4
23,2012,9.43,9.1,9.8,4
23,2013,9.8,9.6,9.9,4
23,2014,9.45,9.3,9.6,4
23,2015,9.52,9.4,9.7,4
23,2016,9.12,8.9,9.4,4
23,2017,8.52,8.3,8.6,4
23,2018,8.5,8.3,8.7,4
23,2019,7.88,7.6,8.3,4
23,2020,7.1,6.3,7.8,4
23,2021,7.0,6.9,7.1,4
23,2022,6.98,6.8,7.1,4
23,2023,7.02,6.8,7.3,4
23,2024,7.05,6.9,7.3,4
23,2025,6.93,6.9,7.0,4
24,1982,5.9,5.7,6.1,4
24,1983,6.78,6.1,7.5,4
24,1984,8.05,7.6,8.6,4
24,1985,8.95,8.9,9.0,4
24,1986,9.0,8.9,9.1,4
24,1987,8.98,8.8,9.2,4
24,1988,8.6,8.3,8.9,4
24,1989,8.18,8.1,8.3,4
24,1990,7.95,7.8,8.1,4
24,1991,8.02,7.8,8.3,4
24,1992,8.5,8.4,8.7,4
24,1993,9.02,8.8,9.4,4
24,1994,9.4,9.1,9.6,4
24,1995,8.75,8.6,8.9,4
24,1996,9.32,9.1,9.5,4
24,1997,9.55,9.5,9.6,4
24,1998,9.45,9.4,9.5,4
24,1999,9.18,8.7,9.5,4
24,2000,8.18,7.8,8.5,4
24,2001,7.45,7.3,7.6,4
24,2002,7.12,7.1,7.2,4
24,2003,7.78,7.6,8.1,4
24,2004,8.15,8.1,8.3,4
24,2005,8.3,7.9,8.6,4
24,2006,8.28,7.9,8.6,4
24,2007,7.5,7.1,7.9,4
24,2008,7.12,6.7,7.6,4
24,2009,8.75,8.3,9.1,4
24,2010,9.02,8.9,9.1,4
24,2011,9.43,9.2,9.8,4
24,2012,10.28,9.9,10.6,4
24,2013,10.62,10.5,10.7,4
24,2014,10.58,10.4,10.8,4
24,2015,10.68,10.4,10.9,4
24,2016,10.28,10.2,10.4,4
24,2017,9.65,9.2,9.9,4
24,2018,9.1,8.8,9.4,4
24,2019,8.52,8.2,8.8,4
24,2020,8.0,7.4,8.9,4
24,2021,7.6,7.2,7.8,4
24,2022,7.2,7.1,7.3,4
24,2023,7.12,7.0,7.3,4
24,2024,7.1,6.9,7.3,4
24,2025,7.3,7.1,7.5,4
25,1982,6.78,6.5,7.0,4
25,1983,7.08,6.8,7.5,4
25,1984,8.15,7.9,8.3,4
25,1985,8.2,8.1,8.3,4
25,1986,8.25,8.2,8.4,4
25,1987,8.75,8.7,8.8,4
25,1988,8.28,7.6,8.8,4
25,1989,6.78,6.4,7.2,4
25,1990,6.05,5.9,6.2,4
25,1991,6.52,6.3,6.8,4
25,1992,7.4,7.1,7.7,4
25,1993,8.2,7.8,8.5,4
25,1994,8.32,7.9,8.6,4
25,1995,7.38,7.2,7.6,4
25,1996,8.07,7.7,8.4,4
25,1997,8.55,8.4,8.6,4
25,1998,8.0,7.9,8.2,4
25,1999,7.65,7.1,8.0,4
25,2000,6.12,5.4,6.7,4
25,2001,5.4,5.1,6.0,4
25,2002,6.43,6.4,6.5,4
25,2003,7.2,6.9,7.8,4
25,2004,7.78,7.7,8.0,4
25,2005,7.9,7.6,8.1,4
25,2006,8.25,7.9,8.4,4
25,2007,7.32,6.8,7.9,4
25,2008,6.82,6.6,7.3,4
25,2009,9.32,8.7,9.7,4
25,2010,9.15,8.7,9.5,4
25,2011,8.38,8.3,8.5,4
25,2012,8.9,8.4,9.4,4
25,2013,9.48,9.3,9.6,4
25,2014,9.4,9.3,9.6,4
25,2015,9.48,9.3,9.6,4
25,2016,9.12,9.0,9.3,4
25,2017,8.25,7.6,8.7,4
25,2018,7.72,7.5,7.9,4
25,2019,7.57,7.5,7.6,4
25,2020,7.48,6.9,8.5,4
25,2021,7.2,6.8,7.6,4
25,2022,6.5,6.3,6.6,4
25,2023,6.5,6.3,6.7,4
25,2024,6.85,6.7,7.0,4
25,2025,7.5,7.3,7.7,4
26,1982,6.1,5.8,6.4,4
26,1983,6.7,6.4,7.1,4
26,1984,8.12,7.5,8.6,4
26,1985,8.6,8.4,8.8,4
26,1986,8.5,8.3,8.7,4
26,1987,8.67,8.6,8.7,4
26,1988,8.7,8.6,8.8,4
26,1989,8.45,8.3,8.6,4
26,1990,8.3,8.2,8.4,4
26,1991,8.85,8.4,9.3,4
26,1992,10.2,9.8,10.6,4
26,1993,11.4,10.8,12.0,4
26,1994,12.08,11.7,12.3,4
26,1995,11.12,10.9,11.4,4
26,1996,11.7,11.5,11.8,4
26,1997,11.45,11.3,11.7,4
26,1998,11.0,10.9,11.1,4
26,1999,10.62,10.2,10.9,4
26,2000,8.93,8.2,9.9,4
26,2001,7.98,7.9,8.1,4
26,2002,8.22,8.1,8.5,4
26,2003,9.0,8.9,9.1,4
26,2004,9.02,8.9,9.2,4
26,2005,9.1,8.8,9.4,4
26,2006,9.1,8.7,9.5,4
26,2007,8.45,7.9,8.9,4
26,2008,7.98,7.5,8.4,4
26,2009,9.52,9.1,10.1,4
26,2010,9.57,9.5,9.7,4
26,2011,9.55,9.3,9.8,4
26,2012,10.35,9.9,10.8,4
26,2013,10.85,10.6,11.0,4
26,2014,10.78,10.6,11.1,4
26,2015,11.18,11.0,11.3,4
26,2016,10.92,10.8,11.1,4
26,2017,10.12,9.7,10.4,4
26,2018,9.78,9.5,10.0,4
26,2019,9.18,8.9,9.5,4
26,2020,8.62,7.9,9.5,4
26,2021,8.5,8.1,8.7,4
26,2022,7.82,7.7,8.0,4
26,2023,7.95,7.7,8.2,4
26,2024,7.88,7.6,8.1,4
26,2025,7.88,7.7,8.1,4
27,1982,6.82,6.8,6.9,4
27,1983,7.32,7.0,7.7,4
27,1984,8.7,8.2,9.0,4
27,1985,8.95,8.9,9.1,4
27,1986,8.83,8.8,8.9,4
27,1987,8.95,8.6,9.2,4
27,1988,8.22,8.0,8.4,4
27,1989,7.58,7.4,7.8,4
27,1990,7.02,6.9,7.3,4
27,1991,7.48,7.1,7.8,4
27,1992,8.3,8.1,8.5,4
27,1993,9.32,8.7,10.0,4
27,1994,10.15,10.0,10.2,4
27,1995,9.55,9.4,9.7,4
27,1996,10.38,10.1,10.5,4
27,1997,10.18,9.9,10.5,4
27,1998,9.32,9.2,9.5,4
27,1999,8.98,8.3,9.4,4
27,2000,7.38,7.0,7.8,4
27,2001,6.68,6.5,6.9,4
27,2002,7.1,7.0,7.2,4
27,2003,7.72,7.6,8.0,4
27,2004,8.15,8.0,8.2,4
27,2005,8.22,8.0,8.4,4
27,2006,8.4,8.0,8.6,4
27,2007,7.55,7.0,8.1,4
27,2008,6.95,6.7,7.3,4
27,2009,9.1,8.5,9.5,4
27,2010,9.25,9.2,9.3,4
27,2011,9.2,9.1,9.4,4
27,2012,10.07,9.7,10.5,4
27,2013,10.6,10.4,10.8,4
27,2014,10.4,10.3,10.5,4
27,2015,10.38,10.3,10.5,4
27,2016,10.25,10.1,10.4,4
27,2017,9.5,9.0,9.7,4
27,2018,9.07,8.8,9.3,4
27,2019,8.38,8.1,8.7,4
27,2020,7.98,7.3,8.8,4
27,2021,7.75,7.3,8.1,4
27,2022,7.0,6.7,7.3,4
27,2023,6.95,6.7,7.2,4
27,2024,7.0,6.9,7.1,4
27,2025,7.22,7.1,7.4,4
28,1982,5.88,5.8,6.0,4
28,1983,6.05,5.8,6.4,4
28,1984,7.12,6.7,7.4,4
28,1985,7.58,7.4,7.8,4
28,1986,7.85,7.7,8.0,4
28,1987,7.98,7.5,8.2,4
28,1988,6.78,6.5,7.1,4
28,1989,6.15,6.1,6.3,4
28,1990,5.7,5.6,5.9,4
28,1991,6.0,5.7,6.3,4
28,1992,6.9,6.6,7.3,4
28,1993,8.1,7.6,8.6,4
28,1994,8.6,8.2,8.8,4
28,1995,7.45,7.2,7.8,4
28,1996,8.28,7.9,8.6,4
28,1997,8.38,8.2,8.6,4
28,1998,7.78,7.6,8.0,4
28,1999,7.38,6.9,7.7,4
28,2000,6.05,5.7,6.4,4
28,2001,5.58,5.4,5.8,4
28,2002,6.2,6.0,6.4,4
28,2003,7.0,6.7,7.4,4
28,2004,7.68,7.5,7.9,4
28,2005,7.85,7.7,8.0,4
28,2006,7.58,7.1,8.0,4
28,2007,6.65,6.1,7.1,4
28,2008,6.25,5.9,6.7,4
28,2009,8.18,7.6,8.6,4
28,2010,8.45,8.4,8.5,4
28,2011,8.35,8.3,8.4,4
28,2012,9.07,8.6,9.6,4
28,2013,9.57,9.4,9.7,4
28,2014,9.6,9.5,9.8,4
28,2015,9.65,9.5,9.8,4
28,2016,9.45,9.3,9.6,4
28,2017,8.88,8.4,9.1,4
28,2018,8.5,8.3,8.7,4
28,2019,8.15,7.9,8.4,4
28,2020,7.38,6.7,8.1,4
28,2021,7.02,6.7,7.3,4
28,2022,6.75,6.7,6.8,4
28,2023,6.82,6.6,7.0,4
28,2024,6.9,6.7,7.1,4
28,2025,7.0,6.9,7.2,4
29,1982,6.88,6.5,7.3,4
29,1983,7.52,7.2,8.0,4
29,1984,8.8,8.4,9.2,4
29,1985,9.38,9.1,9.5,4
29,1986,9.07,8.9,9.3,4
29,1987,9.07,8.9,9.3,4
29,1988,8.75,8.6,9.0,4
29,1989,8.3,8.1,8.5,4
29,1990,7.85,7.7,8.0,4
29,1991,7.85,7.7,8.0,4
29,1992,8.12,8.1,8.2,4
29,1993,8.5,8.3,8.8,4
29,1994,8.93,8.8,9.0,4
29,1995,8.45,8.3,8.7,4
29,1996,8.75,8.6,8.8,4
29,1997,8.83,8.8,8.9,4
29,1998,8.62,8.6,8.7,4
29,1999,8.38,7.8,8.8,4
29,2000,7.2,6.8,7.6,4
29,2001,6.6,6.6,6.6,4
29,2002,6.6,6.5,6.7,4
29,2003,7.02,6.9,7.2,4
29,2004,7.4,7.3,7.5,4
29,2005,7.52,7.3,7.7,4
29,2006,7.6,7.2,7.8,4
29,2007,7.02,6.6,7.4,4
29,2008,6.48,6.3,6.8,4
29,2009,7.8,7.3,8.3,4
29,2010,7.95,7.8,8.1,4
29,2011,7.82,7.7,8.0,4
29,2012,8.5,8.2,8.9,4
29,2013,9.07,8.9,9.3,4
29,2014,9.05,8.9,9.2,4
29,2015,9.22,9.1,9.4,4
29,2016,8.95,8.7,9.2,4
29,2017,8.2,7.8,8.4,4
29,2018,7.82,7.6,8.0,4
29,2019,7.32,7.1,7.6,4
29,2020,6.98,6.5,7.7,4
29,2021,6.7,6.3,7.0,4
29,2022,6.12,6.0,6.2,4
29,2023,6.22,6.0,6.4,4
29,2024,6.15,6.0,6.3,4
29,2025,6.48,6.2,6.7,4
30,1982,8.6,8.2,8.9,4
30,1983,9.22,9.0,9.5,4
30,1984,10.8,10.3,11.3,4
30,1985,11.6,11.4,11.7,4
30,1986,11.48,11.2,11.7,4
30,1987,11.8,11.7,11.9,4
30,1988,11.52,11.3,11.7,4
30,1989,10.8,10.6,11.0,4
30,1990,11.15,11.0,11.3,4
30,1991,11.7,11.3,12.1,4
30,1992,12.78,12.4,13.1,4
30,1993,13.55,13.3,13.9,4
30,1994,14.18,14.1,14.3,4
30,1995,13.72,13.6,13.8,4
30,1996,14.5,14.2,14.7,4
30,1997,14.88,14.8,14.9,4
30,1998,14.9,14.8,15.0,4
30,1999,14.9,14.6,15.1,4
30,2000,13.35,12.5,14.2,4
30,2001,11.95,11.8,12.1,4
30,2002,11.65,11.6,11.7,4
30,2003,11.82,11.6,12.0,4
30,2004,11.85,11.7,12.0,4
30,2005,11.75,11.4,12.1,4
30,2006,12.02,11.4,12.3,4
30,2007,10.98,10.3,11.6,4
30,2008,10.12,9.8,10.5,4
30,2009,11.8,11.2,12.3,4
30,2010,11.8,11.7,12.0,4
30,2011,11.85,11.7,12.1,4
30,2012,12.58,12.1,13.1,4
30,2013,13.48,13.4,13.7,4
30,2014,13.7,13.4,14.1,4
30,2015,13.82,13.7,14.0,4
30,2016,13.35,13.1,13.5,4
30,2017,12.55,12.2,12.8,4
30,2018,12.2,11.9,12.6,4
30,2019,11.65,11.2,12.2,4
30,2020,10.65,9.5,11.7,4
30,2021,10.52,10.1,10.9,4
30,2022,9.93,9.8,10.1,4
30,2023,10.0,9.8,10.2,4
30,2024,9.82,9.5,10.1,4
30,2025,9.95,9.7,10.3,4
31,1982,8.12,7.9,8.3,4
31,1983,7.88,7.8,8.0,4
31,1984,8.5,8.4,8.6,4
31,1985,8.72,8.7,8.8,4
31,1986,8.45,8.4,8.5,4
31,1987,8.62,8.6,8.7,4
31,1988,8.7,8.6,8.8,4
31,1989,8.43,8.3,8.5,4
31,1990,7.88,7.6,8.3,4
31,1991,8.05,7.7,8.4,4
31,1992,9.28,8.8,9.7,4
31,1993,10.18,9.9,10.5,4
31,1994,10.7,10.6,10.8,4
31,1995,10.28,10.2,10.4,4
31,1996,11.0,10.7,11.2,4
31,1997,11.4,11.4,11.4,4
31,1998,11.18,11.1,11.2,4
31,1999,11.18,10.8,11.4,4
31,2000,9.98,9.7,10.3,4
31,2001,9.32,9.0,9.5,4
31,2002,8.88,8.8,9.0,4
31,2003,9.07,8.9,9.3,4
31,2004,9.32,9.2,9.4,4
31,2005,9.25,9.0,9.5,4
31,2006,9.18,8.7,9.5,4
31,2007,8.22,7.6,8.8,4
31,2008,7.48,7.2,7.8,4
31,2009,8.93,8.4,9.3,4
31,2010,9.2,9.2,9.2,4
31,2011,9.18,9.0,9.4,4
31,2012,9.72,9.4,10.0,4
31,2013,10.3,10.2,10.4,4
31,2014,10.48,10.3,10.7,4
31,2015,10.6,10.5,10.7,4
31,2016,10.1,9.9,10.4,4
31,2017,9.2,8.6,9.5,4
31,2018,8.55,8.2,8.8,4
31,2019,8.05,7.9,8.3,4
31,2020,7.98,7.1,8.9,4
31,2021,8.1,7.6,8.5,4
31,2022,7.38,7.2,7.6,4
31,2023,7.3,7.1,7.5,4
31,2024,7.58,7.5,7.7,4
31,2025,8.32,8.0,8.7,4
32,1982,5.5,5.3,5.6,4
32,1983,5.98,5.7,6.2,4
32,1984,6.72,6.3,7.2,4
32,1985,6.78,6.5,7.3,4
32,1986,6.6,6.4,6.7,4
32,1987,6.7,6.5,6.8,4
32,1988,6.2,6.1,6.3,4
32,1989,5.98,5.9,6.0,4
32,1990,5.78,5.7,5.9,4
32,1991,5.82,5.6,6.1,4
32,1992,6.62,6.4,6.9,4
32,1993,7.18,7.1,7.3,4
32,1994,7.38,7.2,7.5,4
32,1995,6.75,6.6,7.0,4
32,1996,6.9,6.7,7.0,4
32,1997,7.18,7.1,7.2,4
32,1998,7.2,7.1,7.3,4
32,1999,6.9,6.6,7.1,4
32,2000,6.3,6.0,6.5,4
32,2001,5.7,5.6,5.8,4
32,2002,5.43,5.4,5.5,4
32,2003,5.7,5.6,5.9,4
32,2004,6.0,5.9,6.2,4
32,2005,6.12,5.9,6.4,4
32,2006,6.25,5.9,6.5,4
32,2007,5.65,5.4,5.9,4
32,2008,5.38,5.1,5.6,4
32,2009,6.52,6.1,6.9,4
32,2010,6.75,6.7,6.8,4
32,2011,6.88,6.8,7.0,4
32,2012,7.35,7.1,7.7,4
32,2013,8.0,7.8,8.2,4
32,2014,7.95,7.8,8.2,4
32,2015,8.28,8.2,8.4,4
32,2016,8.02,7.8,8.3,4
32,2017,7.22,6.8,7.5,4
32,2018,6.72,6.5,6.9,4
32,2019,6.35,6.2,6.6,4
32,2020,6.0,5.3,6.8,4
32,2021,6.1,5.8,6.3,4
32,2022,5.65,5.5,5.8,4
32,2023,5.62,5.5,5.7,4
32,2024,5.52,5.4,5.6,4
32,2025,5.88,5.7,6.1,4
33,1982,8.57,8.3,8.7,4
33,1983,8.62,8.5,8.8,4
33,1984,9.75,9.4,10.1,4
33,1985,10.0,9.9,10.1,4
33,1986,9.98,9.8,10.1,4
33,1987,10.1,10.0,10.2,4
33,1988,9.75,9.6,9.9,4
33,1989,9.2,9.1,9.4,4
33,1990,8.62,8.5,8.9,4
33,1991,8.82,8.5,9.3,4
33,1992,10.05,9.7,10.3,4
33,1993,10.85,10.5,11.2,4
33,1994,11.4,11.3,11.5,4
33,1995,11.1,11.0,11.2,4
33,1996,11.55,11.4,11.6,4
33,1997,11.58,11.4,11.7,4
33,1998,11.05,11.0,11.2,4
33,1999,10.6,10.1,11.0,4
33,2000,9.07,8.5,9.7,4
33,2001,8.2,8.2,8.2,4
33,2002,8.2,8.2,8.2,4
33,2003,8.75,8.6,9.1,4
33,2004,9.15,9.1,9.2,4
33,2005,9.18,9.0,9.3,4
33,2006,8.9,8.4,9.3,4
33,2007,7.9,7.4,8.4,4
33,2008,7.25,7.0,7.6,4
33,2009,8.62,8.1,9.1,4
33,2010,8.98,8.9,9.0,4
33,2011,9.12,8.9,9.4,4
33,2012,9.62,9.4,9.9,4
33,2013,9.98,9.9,10.1,4
33,2014,10.07,9.9,10.3,4
33,2015,10.28,10.2,10.4,4
33,2016,9.98,9.8,10.1,4
33,2017,9.38,9.0,9.6,4
33,2018,8.75,8.4,9.1,4
33,2019,8.1,7.8,8.4,4
33,2020,7.62,7.0,8.5,4
33,2021,7.28,6.8,7.6,4
33,2022,6.55,6.4,6.7,4
33,2023,6.42,6.2,6.7,4
33,2024,6.75,6.7,6.8,4
33,2025,7.28,6.9,7.6,4
34,1982,9.65,9.2,10.0,4
34,1983,10.2,9.9,10.6,4
34,1984,11.78,11.2,12.5,4
34,1985,12.35,11.6,12.8,4
34,1986,11.85,11.6,12.1,4
34,1987,11.7,11.4,12.1,4
34,1988,11.52,11.4,11.6,4
34,1989,11.22,11.2,11.3,4
34,1990,11.5,11.4,11.6,4
34,1991,11.92,11.6,12.3,4
34,1992,13.1,12.6,13.5,4
34,1993,14.1,13.7,14.6,4
34,1994,15.0,14.9,15.1,4
34,1995,14.4,14.2,14.6,4
34,1996,14.98,14.8,15.1,4
34,1997,15.55,15.4,15.7,4
34,1998,15.1,15.0,15.2,4
34,1999,15.0,14.6,15.2,4
34,2000,13.5,12.8,14.2,4
34,2001,12.25,12.1,12.4,4
34,2002,12.12,12.0,12.2,4
34,2003,12.23,12.0,12.3,4
34,2004,12.22,12.1,12.4,4
34,2005,12.2,11.9,12.4,4
34,2006,11.98,11.3,12.5,4
34,2007,10.98,10.5,11.4,4
34,2008,10.35,10.0,10.8,4
34,2009,12.2,11.6,12.8,4
34,2010,12.32,12.3,12.4,4
34,2011,12.55,12.3,12.9,4
34,2012,13.48,13.1,14.0,4
34,2013,14.25,14.2,14.4,4
34,2014,14.22,14.1,14.4,4
34,2015,14.08,13.9,14.3,4
34,2016,13.68,13.4,13.9,4
34,2017,12.98,12.6,13.2,4
34,2018,12.55,12.2,12.9,4
34,2019,11.8,11.4,12.3,4
34,2020,11.08,10.0,12.2,4
34,2021,10.78,10.2,11.2,4
34,2022,10.1,9.9,10.3,4
34,2023,10.12,9.9,10.4,4
34,2024,10.22,10.1,10.3,4
34,2025,10.52,10.3,10.8,4
35,1982,7.02,6.9,7.1,4
