code_dept,annee,taux_chomage_moyen,taux_chomage_min,taux_chomage_max,nb_trimestres
35,1983,7.15,7.0,7.5,4
35,1984,8.4,7.9,8.7,4
35,1985,8.52,8.4,8.6,4
35,1986,8.82,8.7,8.9,4
35,1987,8.57,8.3,8.8,4
35,1988,8.0,7.8,8.2,4
35,1989,7.32,7.1,7.6,4
35,1990,6.85,6.8,6.9,4
35,1991,6.95,6.8,7.1,4
35,1992,7.42,7.3,7.6,4
35,1993,7.95,7.7,8.2,4
35,1994,8.18,8.0,8.3,4
35,1995,7.7,7.6,7.9,4
35,1996,8.1,8.0,8.2,4
35,1997,8.02,7.9,8.1,4
35,1998,7.58,7.5,7.7,4
35,1999,7.2,6.6,7.7,4
35,2000,5.82,5.3,6.3,4
35,2001,5.25,4.9,5.6,4
35,2002,5.88,5.8,5.9,4
35,2003,6.4,6.2,6.7,4
35,2004,6.32,6.2,6.6,4
35,2005,6.38,6.0,6.7,4
35,2006,6.57,6.3,6.8,4
35,2007,5.92,5.5,6.3,4
35,2008,5.28,5.1,5.7,4
35,2009,7.0,6.5,7.3,4
35,2010,7.05,6.9,7.2,4
35,2011,6.88,6.7,7.1,4
35,2012,7.75,7.3,8.2,4
35,2013,8.22,8.0,8.4,4
35,2014,8.1,8.0,8.3,4
35,2015,8.2,8.1,8.3,4
35,2016,7.9,7.7,8.1,4
35,2017,7.2,6.8,7.5,4
35,2018,6.82,6.6,7.0,4
35,2019,6.42,6.3,6.6,4
35,2020,6.48,6.1,7.2,4
35,2021,5.82,5.3,6.4,4
35,2022,5.38,5.3,5.4,4
35,2023,5.62,5.4,5.9,4
35,2024,5.8,5.7,5.9,4
35,2025,6.25,6.1,6.4,4
36,1982,5.75,5.5,5.9,4
36,1983,6.3,5.9,6.8,4
36,1984,7.95,7.4,8.4,4
36,1985,8.4,8.2,8.5,4
36,1986,8.57,8.5,8.7,4
36,1987,8.6,8.4,8.8,4
36,1988,7.98,7.8,8.2,4
36,1989,7.3,7.2,7.5,4
36,1990,6.98,6.8,7.2,4
36,1991,6.98,6.7,7.3,4
36,1992,7.85,7.7,8.0,4
36,1993,8.48,8.1,8.9,4
36,1994,8.98,8.7,9.1,4
36,1995,8.07,7.9,8.3,4
36,1996,8.7,8.4,9.0,4
36,1997,8.9,8.6,9.1,4
36,1998,8.52,8.5,8.6,4
36,1999,8.28,7.8,8.6,4
36,2000,7.05,6.8,7.4,4
36,2001,6.62,6.6,6.7,4
36,2002,6.52,6.5,6.6,4
36,2003,7.15,6.8,7.6,4
36,2004,7.58,7.3,7.9,4
36,2005,7.82,7.7,8.0,4
36,2006,7.88,7.4,8.1,4
36,2007,6.68,6.2,7.2,4
36,2008,6.15,5.6,6.7,4
36,2009,7.9,7.4,8.4,4
36,2010,8.1,7.9,8.3,4
36,2011,8.05,7.8,8.4,4
36,2012,8.8,8.5,9.2,4
36,2013,9.35,9.2,9.5,4
36,2014,9.5,9.4,9.6,4
36,2015,9.65,9.5,9.7,4
36,2016,9.75,9.6,9.8,4
36,2017,9.1,8.6,9.4,4
36,2018,8.8,8.6,9.0,4
36,2019,8.15,7.9,8.5,4
36,2020,7.85,7.4,8.7,4
36,2021,7.55,7.1,7.8,4
36,2022,7.1,6.9,7.3,4
36,2023,6.98,6.8,7.1,4
36,2024,6.88,6.7,7.1,4
36,2025,6.98,6.8,7.2,4
37,1982,6.38,6.3,6.5,4
37,1983,6.82,6.5,7.4,4
37,1984,8.22,7.8,8.6,4
37,1985,8.72,8.5,8.9,4
37,1986,8.9,8.8,9.0,4
37,1987,9.02,8.8,9.2,4
37,1988,8.52,8.2,8.8,4
37,1989,7.72,7.6,7.9,4
37,1990,7.32,7.2,7.5,4
37,1991,7.4,7.1,7.8,4
37,1992,8.38,8.1,8.7,4
37,1993,9.4,8.9,9.9,4
37,1994,9.93,9.8,10.0,4
37,1995,9.28,9.1,9.5,4
37,1996,9.72,9.5,9.9,4
37,1997,9.85,9.7,10.0,4
37,1998,9.28,9.2,9.4,4
37,1999,8.8,8.2,9.2,4
37,2000,7.28,6.8,7.8,4
37,2001,6.43,6.4,6.5,4
37,2002,6.5,6.5,6.5,4
37,2003,7.08,6.8,7.5,4
37,2004,7.52,7.4,7.6,4
37,2005,7.5,7.3,7.7,4
37,2006,7.4,7.0,7.7,4
37,2007,6.6,6.2,7.0,4
37,2008,6.2,5.9,6.6,4
37,2009,7.75,7.3,8.2,4
37,2010,7.92,7.8,8.0,4
37,2011,7.75,7.6,7.9,4
37,2012,8.4,8.0,8.8,4
37,2013,9.0,8.9,9.1,4
37,2014,9.12,8.9,9.4,4
37,2015,9.28,9.2,9.4,4
37,2016,9.12,9.0,9.3,4
37,2017,8.5,8.1,8.7,4
37,2018,8.12,7.9,8.3,4
37,2019,7.72,7.5,8.0,4
37,2020,7.18,6.7,7.9,4
37,2021,6.82,6.3,7.2,4
37,2022,6.45,6.4,6.6,4
37,2023,6.58,6.3,6.7,4
37,2024,6.62,6.5,6.7,4
37,2025,6.88,6.7,7.1,4
38,1982,5.6,5.4,5.7,4
38,1983,5.72,5.6,6.0,4
38,1984,6.98,6.5,7.3,4
38,1985,7.12,6.9,7.3,4
38,1986,6.85,6.7,7.1,4
38,1987,7.43,7.4,7.5,4
38,1988,7.05,6.8,7.3,4
38,1989,6.42,6.2,6.6,4
38,1990,6.7,6.5,6.9,4
38,1991,7.45,7.0,8.0,4
38,1992,8.78,8.3,9.3,4
38,1993,10.1,9.6,10.5,4
38,1994,10.48,10.1,10.7,4
38,1995,9.48,9.3,9.8,4
38,1996,9.65,9.5,9.7,4
38,1997,9.55,9.5,9.7,4
38,1998,9.07,9.0,9.2,4
38,1999,8.85,8.4,9.1,4
38,2000,7.2,6.5,8.0,4
38,2001,6.1,6.0,6.3,4
38,2002,6.48,6.4,6.5,4
38,2003,7.0,6.9,7.2,4
38,2004,7.28,7.2,7.4,4
38,2005,7.22,7.1,7.3,4
38,2006,7.1,6.7,7.4,4
38,2007,6.55,6.1,6.9,4
38,2008,6.05,5.8,6.3,4
38,2009,7.93,7.3,8.3,4
38,2010,7.82,7.7,8.0,4
38,2011,7.6,7.5,7.7,4
38,2012,8.05,7.8,8.4,4
38,2013,8.3,8.1,8.5,4
38,2014,8.25,8.1,8.4,4
38,2015,8.6,8.4,8.7,4
38,2016,8.4,8.2,8.6,4
38,2017,7.82,7.4,8.0,4
38,2018,7.35,7.1,7.6,4
38,2019,6.9,6.7,7.1,4
38,2020,6.62,6.1,7.4,4
38,2021,6.52,6.1,6.9,4
38,2022,5.88,5.7,6.0,4
38,2023,5.95,5.7,6.2,4
38,2024,6.0,5.9,6.1,4
38,2025,6.28,6.1,6.5,4
39,1982,5.0,5.0,5.0,4
39,1983,4.78,4.7,4.9,4
39,1984,5.48,5.1,6.0,4
39,1985,5.8,5.6,5.9,4
39,1986,5.9,5.8,6.0,4
39,1987,6.07,6.0,6.1,4
39,1988,5.8,5.2,6.2,4
39,1989,4.62,4.5,4.9,4
39,1990,4.18,4.1,4.3,4
39,1991,4.42,4.2,4.6,4
39,1992,5.3,4.9,5.8,4
39,1993,6.3,5.9,6.6,4
39,1994,6.52,6.2,6.7,4
39,1995,5.6,5.4,5.9,4
39,1996,6.1,5.7,6.5,4
39,1997,6.55,6.4,6.6,4
39,1998,6.12,6.0,6.2,4
39,1999,5.88,5.5,6.2,4
39,2000,4.95,4.4,5.3,4
39,2001,4.55,4.3,4.9,4
39,2002,5.32,5.1,5.6,4
39,2003,6.12,5.9,6.5,4
39,2004,6.35,6.3,6.5,4
39,2005,6.42,6.2,6.6,4
39,2006,6.5,6.2,6.7,4
39,2007,5.82,5.6,6.1,4
39,2008,5.72,5.2,6.4,4
39,2009,7.88,7.4,8.2,4
39,2010,7.42,7.0,7.8,4
39,2011,6.72,6.6,6.8,4
39,2012,7.1,6.8,7.5,4
39,2013,7.6,7.5,7.7,4
39,2014,7.55,7.4,7.7,4
39,2015,7.75,7.7,7.9,4
39,2016,7.52,7.3,7.7,4
39,2017,6.85,6.4,7.1,4
39,2018,6.4,6.2,6.6,4
39,2019,6.12,6.0,6.3,4
39,2020,5.8,5.5,6.5,4
39,2021,5.38,4.9,5.7,4
39,2022,5.05,4.9,5.1,4
39,2023,5.22,5.1,5.3,4
39,2024,5.28,5.2,5.4,4
39,2025,5.62,5.5,5.8,4
40,1982,5.6,5.4,5.7,4
40,1983,5.88,5.7,6.2,4
40,1984,6.85,6.5,7.2,4
40,1985,7.1,7.0,7.2,4
40,1986,7.15,6.9,7.4,4
40,1987,7.32,7.2,7.5,4
40,1988,7.25,7.1,7.3,4
40,1989,6.7,6.4,7.0,4
40,1990,6.08,5.9,6.3,4
40,1991,6.28,6.1,6.5,4
40,1992,7.05,6.8,7.3,4
40,1993,7.8,7.5,8.1,4
40,1994,8.12,7.9,8.3,4
40,1995,7.88,7.8,7.9,4
40,1996,8.35,8.3,8.5,4
40,1997,8.22,8.2,8.3,4
40,1998,8.17,8.1,8.2,4
40,1999,8.12,7.8,8.3,4
40,2000,7.3,7.0,7.5,4
40,2001,6.7,6.6,6.8,4
40,2002,6.72,6.7,6.8,4
40,2003,7.2,7.1,7.5,4
40,2004,7.48,7.3,7.6,4
40,2005,7.55,7.3,7.7,4
40,2006,7.58,7.2,7.8,4
40,2007,6.85,6.4,7.3,4
40,2008,6.45,6.1,6.9,4
40,2009,7.85,7.4,8.1,4
40,2010,7.98,7.9,8.1,4
40,2011,8.1,8.0,8.3,4
40,2012,8.8,8.5,9.1,4
40,2013,9.35,9.3,9.4,4
40,2014,9.43,9.3,9.6,4
40,2015,9.6,9.4,9.8,4
40,2016,9.43,9.4,9.5,4
40,2017,9.02,8.6,9.2,4
40,2018,8.5,8.2,8.8,4
40,2019,7.98,7.8,8.2,4
40,2020,7.72,7.2,8.7,4
40,2021,7.45,6.8,7.8,4
40,2022,6.85,6.8,6.9,4
40,2023,6.75,6.6,6.9,4
40,2024,6.65,6.5,6.8,4
40,2025,6.8,6.6,7.0,4
41,1982,5.82,5.7,6.0,4
41,1983,6.48,6.2,6.7,4
41,1984,7.4,7.0,7.7,4
41,1985,7.3,7.2,7.5,4
41,1986,7.55,7.5,7.6,4
41,1987,7.6,7.5,7.7,4
41,1988,7.45,7.2,7.6,4
41,1989,6.5,6.4,6.7,4
41,1990,6.1,6.0,6.2,4
41,1991,6.32,6.1,6.6,4
41,1992,7.4,7.0,7.8,4
41,1993,8.62,8.1,9.1,4
41,1994,9.4,9.2,9.5,4
41,1995,8.4,8.1,8.8,4
41,1996,8.9,8.6,9.2,4
41,1997,8.93,8.7,9.1,4
41,1998,8.62,8.6,8.7,4
41,1999,8.18,7.5,8.6,4
41,2000,6.85,6.4,7.3,4
41,2001,6.0,5.9,6.2,4
41,2002,6.32,6.1,6.6,4
41,2003,7.22,6.9,7.7,4
41,2004,7.75,7.7,7.8,4
41,2005,7.68,7.6,7.8,4
41,2006,7.48,7.1,7.8,4
41,2007,6.68,6.4,7.0,4
41,2008,6.28,6.0,6.8,4
41,2009,8.05,7.6,8.4,4
41,2010,7.95,7.8,8.1,4
41,2011,7.75,7.5,7.9,4
41,2012,8.38,8.0,8.8,4
41,2013,9.07,8.9,9.2,4
41,2014,9.02,8.9,9.2,4
41,2015,9.0,8.9,9.2,4
41,2016,8.68,8.5,8.9,4
41,2017,8.0,7.7,8.2,4
41,2018,7.72,7.5,7.9,4
41,2019,7.15,6.8,7.5,4
41,2020,6.58,6.2,7.3,4
41,2021,6.4,6.0,6.6,4
41,2022,5.98,5.9,6.1,4
41,2023,5.95,5.8,6.1,4
41,2024,6.12,6.0,6.3,4
41,2025,6.4,6.3,6.6,4
42,1982,7.82,7.7,8.0,4
42,1983,8.22,7.9,8.7,4
42,1984,9.93,9.4,10.2,4
42,1985,10.55,10.4,10.7,4
42,1986,10.28,10.2,10.4,4
42,1987,9.95,9.7,10.3,4
42,1988,9.32,9.1,9.6,4
42,1989,8.43,8.2,8.7,4
42,1990,8.55,8.4,8.7,4
42,1991,9.1,8.7,9.6,4
42,1992,10.4,10.0,10.8,4
42,1993,11.48,11.0,11.8,4
42,1994,11.88,11.5,12.1,4
42,1995,10.9,10.7,11.2,4
42,1996,11.42,11.1,11.6,4
42,1997,11.15,10.8,11.4,4
42,1998,9.95,9.6,10.5,4
42,1999,9.6,9.2,9.8,4
42,2000,8.3,7.8,8.8,4
42,2001,7.5,7.5,7.5,4
42,2002,7.52,7.4,7.7,4
42,2003,8.3,8.1,8.6,4
42,2004,8.6,8.5,8.7,4
42,2005,8.52,8.4,8.6,4
42,2006,8.45,7.9,8.8,4
42,2007,7.58,7.0,8.0,4
42,2008,7.08,6.7,7.6,4
42,2009,9.2,8.7,9.5,4
42,2010,9.05,8.9,9.3,4
42,2011,8.9,8.8,9.0,4
42,2012,9.5,9.1,10.0,4
42,2013,10.07,9.9,10.2,4
42,2014,10.02,9.9,10.3,4
42,2015,10.22,10.1,10.4,4
42,2016,9.95,9.7,10.1,4
42,2017,9.2,8.7,9.4,4
42,2018,8.72,8.5,8.9,4
42,2019,8.25,8.1,8.5,4
42,2020,7.9,7.3,8.7,4
42,2021,7.6,7.2,7.9,4
42,2022,7.12,7.0,7.3,4
42,2023,7.38,7.1,7.6,4
42,2024,7.6,7.5,7.7,4
42,2025,7.85,7.7,8.1,4
43,1982,5.78,5.5,6.0,4
43,1983,6.08,5.9,6.3,4
43,1984,7.38,6.8,7.7,4
43,1985,7.42,7.3,7.6,4
43,1986,7.38,7.3,7.4,4
43,1987,7.4,7.3,7.5,4
43,1988,7.25,7.2,7.3,4
43,1989,6.88,6.7,7.0,4
43,1990,6.85,6.8,7.0,4
43,1991,7.0,6.9,7.1,4
43,1992,6.82,6.5,7.2,4
43,1993,6.85,6.5,7.2,4
43,1994,7.68,7.5,7.8,4
43,1995,7.3,7.1,7.5,4
43,1996,7.72,7.6,7.9,4
43,1997,7.48,7.3,7.6,4
43,1998,7.28,7.2,7.4,4
43,1999,7.52,7.3,7.7,4
43,2000,6.52,6.2,7.0,4
43,2001,6.1,6.0,6.3,4
43,2002,6.0,6.0,6.0,4
43,2003,6.42,6.2,6.6,4
43,2004,6.75,6.7,6.8,4
43,2005,6.82,6.5,7.1,4
43,2006,7.05,6.6,7.4,4
43,2007,6.48,6.0,6.8,4
43,2008,6.05,5.7,6.5,4
43,2009,7.32,7.1,7.5,4
43,2010,7.08,7.0,7.2,4
43,2011,7.18,7.0,7.4,4
43,2012,7.9,7.5,8.4,4
43,2013,8.48,8.3,8.6,4
43,2014,8.38,8.3,8.5,4
43,2015,8.4,8.3,8.5,4
43,2016,8.25,8.1,8.5,4
43,2017,7.4,7.0,7.7,4
43,2018,7.05,6.8,7.2,4
43,2019,6.62,6.5,6.8,4
43,2020,6.22,5.8,6.9,4
43,2021,6.0,5.7,6.2,4
43,2022,5.58,5.5,5.7,4
43,2023,5.62,5.5,5.7,4
43,2024,5.6,5.5,5.7,4
43,2025,5.65,5.6,5.8,4
44,1982,8.95,8.8,9.1,4
44,1983,9.32,9.2,9.6,4
44,1984,10.9,10.3,11.6,4
44,1985,11.68,11.6,11.7,4
44,1986,11.68,11.5,11.8,4
44,1987,11.6,11.5,11.7,4
44,1988,11.02,10.6,11.4,4
44,1989,10.07,9.9,10.3,4
44,1990,9.32,9.1,9.5,4
44,1991,9.35,9.1,9.6,4
44,1992,10.32,10.0,10.6,4
44,1993,11.12,10.8,11.5,4
44,1994,11.4,11.1,11.6,4
44,1995,10.48,10.3,10.8,4
44,1996,11.0,10.8,11.1,4
44,1997,10.92,10.7,11.1,4
44,1998,10.32,10.2,10.5,4
44,1999,9.6,9.0,10.1,4
44,2000,7.98,7.4,8.5,4
44,2001,7.25,7.2,7.3,4
44,2002,7.22,7.2,7.3,4
44,2003,7.68,7.5,8.0,4
44,2004,8.05,8.0,8.2,4
44,2005,7.88,7.7,8.0,4
44,2006,7.8,7.5,8.0,4
44,2007,6.92,6.4,7.4,4
44,2008,6.1,5.9,6.5,4
44,2009,7.9,7.2,8.5,4
44,2010,8.05,7.9,8.2,4
44,2011,7.6,7.5,7.7,4
44,2012,7.98,7.7,8.3,4
44,2013,8.52,8.4,8.7,4
44,2014,8.68,8.5,8.9,4
44,2015,8.82,8.7,9.0,4
44,2016,8.3,8.1,8.6,4
44,2017,7.55,7.1,7.8,4
44,2018,7.2,7.0,7.4,4
44,2019,6.82,6.7,7.0,4
44,2020,6.82,6.4,7.6,4
44,2021,6.42,5.9,7.0,4
44,2022,5.68,5.4,5.8,4
44,2023,5.5,5.4,5.6,4
44,2024,5.57,5.5,5.6,4
44,2025,5.98,5.8,6.2,4
45,1982,5.32,5.1,5.6,4
45,1983,5.95,5.6,6.4,4
45,1984,7.08,6.5,7.7,4
45,1985,7.98,7.7,8.2,4
45,1986,7.85,7.7,8.1,4
45,1987,8.0,7.8,8.1,4
45,1988,7.48,7.3,7.7,4
45,1989,6.85,6.6,7.2,4
45,1990,5.95,5.8,6.2,4
45,1991,6.12,5.9,6.4,4
45,1992,6.9,6.7,7.2,4
45,1993,7.88,7.4,8.3,4
45,1994,8.4,8.2,8.5,4
45,1995,7.72,7.5,8.0,4
45,1996,8.12,7.9,8.3,4
45,1997,7.95,7.7,8.2,4
45,1998,7.28,7.2,7.4,4
45,1999,6.98,6.5,7.3,4
45,2000,5.58,5.2,6.0,4
45,2001,4.92,4.8,5.1,4
45,2002,5.45,5.3,5.6,4
45,2003,6.35,6.0,6.8,4
45,2004,6.9,6.8,7.0,4
45,2005,7.02,6.7,7.3,4
45,2006,7.18,6.9,7.4,4
45,2007,6.45,6.1,6.8,4
45,2008,6.05,5.7,6.5,4
45,2009,8.0,7.3,8.6,4
45,2010,8.4,8.4,8.4,4
45,2011,8.38,8.2,8.6,4
45,2012,9.18,8.8,9.6,4
45,2013,9.78,9.7,9.9,4
45,2014,9.95,9.8,10.3,4
45,2015,10.07,10.0,10.2,4
45,2016,9.93,9.8,10.0,4
45,2017,9.05,8.5,9.3,4
45,2018,8.72,8.6,8.8,4
45,2019,8.38,8.0,8.7,4
45,2020,7.62,7.1,8.4,4
45,2021,7.32,7.0,7.5,4
45,2022,7.08,6.9,7.3,4
45,2023,7.12,6.8,7.4,4
45,2024,7.35,7.2,7.4,4
45,2025,7.65,7.5,8.0,4
46,1982,5.42,5.2,5.8,4
46,1983,6.12,5.9,6.4,4
46,1984,7.4,7.0,7.6,4
46,1985,7.75,7.6,7.9,4
46,1986,7.9,7.8,8.0,4
46,1987,8.07,8.0,8.2,4
46,1988,8.15,8.0,8.2,4
46,1989,7.68,7.5,7.9,4
46,1990,7.1,6.8,7.5,4
46,1991,6.78,6.7,6.9,4
46,1992,7.12,7.0,7.3,4
46,1993,7.6,7.4,7.8,4
46,1994,8.0,8.0,8.0,4
46,1995,7.78,7.7,7.9,4
46,1996,8.38,8.1,8.5,4
46,1997,8.55,8.5,8.6,4
46,1998,8.43,8.4,8.5,4
46,1999,8.38,8.1,8.5,4
46,2000,7.52,7.2,7.9,4
46,2001,6.88,6.8,7.0,4
46,2002,6.82,6.8,6.9,4
46,2003,7.3,7.2,7.5,4
46,2004,7.58,7.5,7.7,4
46,2005,7.65,7.3,8.0,4
46,2006,7.8,7.3,8.1,4
46,2007,6.88,6.4,7.3,4
46,2008,6.52,6.1,6.9,4
46,2009,8.02,7.5,8.4,4
46,2010,8.18,8.1,8.3,4
46,2011,8.55,8.3,8.9,4
46,2012,9.18,9.0,9.5,4
46,2013,9.5,9.3,9.7,4
46,2014,9.25,9.2,9.3,4
46,2015,9.18,9.1,9.3,4
46,2016,9.07,9.0,9.1,4
46,2017,8.78,8.5,9.0,4
46,2018,8.57,8.5,8.7,4
46,2019,8.28,8.0,8.6,4
46,2020,7.95,7.3,8.9,4
46,2021,7.82,7.4,8.0,4
46,2022,7.3,7.2,7.4,4
46,2023,7.35,7.3,7.5,4
46,2024,7.2,7.0,7.4,4
46,2025,7.28,7.1,7.4,4
47,1982,7.32,7.1,7.5,4
47,1983,7.6,7.5,7.8,4
47,1984,8.57,8.2,8.8,4
47,1985,9.18,9.0,9.3,4
47,1986,8.95,8.9,9.0,4
47,1987,9.1,9.0,9.2,4
47,1988,8.7,8.4,8.9,4
47,1989,8.65,8.4,8.9,4
47,1990,8.3,8.1,8.6,4
47,1991,8.48,8.1,8.9,4
47,1992,9.4,9.2,9.6,4
47,1993,10.15,9.8,10.5,4
47,1994,10.45,10.2,10.6,4
47,1995,9.78,9.6,10.0,4
47,1996,10.02,10.0,10.1,4
47,1997,10.28,10.2,10.4,4
47,1998,10.25,10.2,10.3,4
47,1999,9.88,9.3,10.3,4
47,2000,8.48,8.1,8.9,4
47,2001,7.75,7.6,7.9,4
47,2002,7.48,7.4,7.6,4
47,2003,8.1,7.9,8.4,4
47,2004,8.48,8.4,8.5,4
47,2005,8.45,8.2,8.8,4
47,2006,8.68,8.4,8.9,4
47,2007,7.8,7.2,8.4,4
47,2008,7.42,6.9,7.9,4
47,2009,8.9,8.5,9.3,4
47,2010,9.25,9.1,9.3,4
47,2011,9.15,8.9,9.5,4
47,2012,9.72,9.4,10.0,4
47,2013,10.02,9.8,10.2,4
47,2014,10.0,9.9,10.2,4
47,2015,10.3,10.2,10.4,4
47,2016,10.15,9.9,10.4,4
47,2017,9.25,8.9,9.5,4
47,2018,8.9,8.7,9.2,4
47,2019,8.55,8.2,8.9,4
47,2020,7.9,7.1,8.7,4
47,2021,7.88,7.6,8.1,4
47,2022,7.45,7.3,7.6,4
47,2023,7.2,7.1,7.4,4
47,2024,7.28,7.1,7.4,4
47,2025,7.68,7.5,7.9,4
48,1982,5.28,5.2,5.4,4
48,1983,5.7,5.4,6.1,4
48,1984,6.62,6.4,6.7,4
48,1985,6.48,6.3,6.7,4
48,1986,6.12,5.9,6.3,4
48,1987,5.85,5.8,5.9,4
48,1988,5.52,5.3,5.7,4
48,1989,4.93,4.9,5.0,4
48,1990,5.2,5.0,5.4,4
48,1991,4.93,4.9,5.0,4
48,1992,5.32,5.3,5.4,4
48,1993,5.32,5.2,5.4,4
48,1994,5.52,5.4,5.6,4
48,1995,5.2,5.0,5.4,4
48,1996,5.78,5.7,5.8,4
48,1997,5.95,5.7,6.2,4
48,1998,6.02,5.9,6.1,4
48,1999,5.9,5.9,5.9,4
48,2000,5.28,4.9,5.7,4
48,2001,4.9,4.9,4.9,4
48,2002,4.78,4.7,4.8,4
48,2003,4.82,4.8,4.9,4
48,2004,5.0,4.9,5.2,4
48,2005,5.1,5.0,5.2,4
48,2006,5.12,4.8,5.3,4
48,2007,4.5,4.1,4.9,4
48,2008,4.02,3.8,4.3,4
48,2009,4.9,4.7,5.0,4
48,2010,4.92,4.8,5.0,4
48,2011,5.25,5.1,5.4,4
48,2012,5.68,5.5,6.0,4
48,2013,6.12,6.0,6.3,4
48,2014,6.0,5.8,6.3,4
48,2015,6.45,6.4,6.5,4
48,2016,6.32,6.2,6.5,4
48,2017,5.95,5.6,6.2,4
48,2018,5.75,5.6,5.9,4
48,2019,5.38,5.2,5.6,4
48,2020,5.15,4.9,5.7,4
48,2021,5.05,4.8,5.2,4
48,2022,4.62,4.6,4.7,4
48,2023,4.72,4.6,4.8,4
48,2024,4.72,4.6,4.8,4
48,2025,4.8,4.8,4.8,4
49,1982,7.35,7.1,7.5,4
49,1983,7.65,7.4,8.0,4
49,1984,9.12,8.6,9.6,4
49,1985,9.68,9.6,9.8,4
49,1986,10.0,9.8,10.1,4
49,1987,10.02,9.9,10.1,4
49,1988,9.62,9.3,9.9,4
49,1989,8.8,8.5,9.1,4
49,1990,7.82,7.5,8.1,4
49,1991,7.7,7.4,8.1,4
49,1992,8.57,8.4,8.7,4
49,1993,9.35,8.9,9.8,4
49,1994,9.88,9.7,10.0,4
49,1995,9.1,8.9,9.4,4
49,1996,9.22,9.1,9.3,4
49,1997,9.18,9.0,9.3,4
49,1998,8.62,8.5,8.8,4
49,1999,8.2,7.6,8.6,4
49,2000,6.98,6.6,7.3,4
49,2001,6.62,6.5,6.8,4
49,2002,6.72,6.7,6.8,4
49,2003,7.3,7.0,7.6,4
49,2004,7.5,7.4,7.6,4
49,2005,7.55,7.3,7.8,4
49,2006,7.68,7.4,7.9,4
49,2007,6.85,6.3,7.3,4
49,2008,6.3,5.9,6.9,4
49,2009,8.2,7.7,8.5,4
49,2010,8.07,7.9,8.2,4
49,2011,7.92,7.8,8.2,4
49,2012,8.62,8.2,9.1,4
49,2013,9.22,9.1,9.4,4
49,2014,9.32,9.2,9.6,4
49,2015,9.57,9.5,9.7,4
49,2016,9.25,9.1,9.5,4
49,2017,8.5,8.1,8.7,4
49,2018,8.12,7.9,8.3,4
49,2019,7.62,7.5,7.8,4
49,2020,7.52,7.1,8.3,4
49,2021,6.98,6.5,7.4,4
49,2022,6.45,6.3,6.6,4
49,2023,6.25,6.1,6.4,4
49,2024,6.35,6.3,6.4,4
49,2025,6.72,6.5,7.1,4
50,1982,6.25,6.1,6.4,4
50,1983,6.6,6.4,7.0,4
50,1984,8.0,7.5,8.5,4
50,1985,8.57,8.4,8.7,4
50,1986,8.52,8.5,8.6,4
50,1987,8.43,8.2,8.6,4
50,1988,7.52,7.4,7.8,4
50,1989,7.3,7.2,7.5,4
50,1990,7.0,6.9,7.2,4
50,1991,6.98,6.8,7.2,4
50,1992,7.72,7.5,7.9,4
50,1993,8.07,7.8,8.5,4
50,1994,8.85,8.8,8.9,4
50,1995,8.3,8.1,8.5,4
50,1996,9.12,8.9,9.3,4
50,1997,9.33,9.3,9.4,4
50,1998,8.95,8.8,9.1,4
50,1999,8.48,8.0,8.8,4
50,2000,7.25,7.0,7.6,4
50,2001,6.85,6.8,6.9,4
50,2002,6.82,6.8,6.9,4
50,2003,7.05,6.9,7.2,4
50,2004,7.38,7.2,7.5,4
50,2005,7.52,7.3,7.7,4
50,2006,7.62,7.3,7.8,4
50,2007,6.9,6.3,7.4,4
50,2008,6.38,6.1,6.8,4
50,2009,7.92,7.7,8.1,4
50,2010,7.78,7.7,7.9,4
50,2011,7.72,7.7,7.8,4
50,2012,7.98,7.7,8.3,4
50,2013,8.38,8.2,8.5,4
50,2014,8.32,8.2,8.4,4
50,2015,8.3,8.2,8.4,4
50,2016,7.98,7.8,8.2,4
50,2017,7.22,6.9,7.5,4
50,2018,6.75,6.5,7.0,4
50,2019,6.12,6.0,6.4,4
50,2020,6.0,5.7,6.6,4
50,2021,5.48,5.1,5.8,4
50,2022,5.05,5.0,5.1,4
50,2023,5.1,5.0,5.3,4
50,2024,5.25,5.2,5.3,4
50,2025,5.38,5.3,5.5,4
51,1982,7.12,7.1,7.2,4
51,1983,7.38,7.1,7.7,4
51,1984,8.57,8.1,8.9,4
51,1985,9.78,9.1,10.3,4
51,1986,9.65,9.3,10.2,4
51,1987,9.35,9.2,9.5,4
51,1988,8.95,8.8,9.0,4
51,1989,8.2,7.9,8.5,4
51,1990,7.65,7.5,7.8,4
51,1991,7.55,7.4,7.7,4
51,1992,8.22,8.0,8.5,4
51,1993,9.2,8.7,9.7,4
51,1994,9.88,9.7,10.0,4
51,1995,9.57,9.5,9.7,4
51,1996,9.93,9.8,10.0,4
51,1997,9.9,9.7,10.0,4
51,1998,9.1,9.0,9.3,4
51,1999,8.62,8.1,9.0,4
51,2000,7.38,7.2,7.7,4
51,2001,6.88,6.8,7.1,4
51,2002,6.72,6.7,6.8,4
51,2003,7.32,7.1,7.6,4
51,2004,7.78,7.6,7.9,4
51,2005,8.07,7.7,8.4,4
51,2006,8.12,7.7,8.4,4
51,2007,7.25,6.9,7.7,4
51,2008,6.82,6.5,7.3,4
51,2009,8.48,8.1,8.7,4
51,2010,8.4,8.3,8.5,4
51,2011,8.5,8.3,8.9,4
51,2012,9.25,8.8,9.7,4
