code_dept,annee,bure__activites_financieres__autres_formes,bure__activites_financieres__entrepreneur_individuel,bure__activites_financieres__sarl,bure__activites_financieres__sas_sasu,bure__activites_financieres__total,bure__administration_sante_education__autres_formes,bure__administration_sante_education__entrepreneur_individuel,bure__administration_sante_education__sarl,bure__administration_sante_education__sas_sasu,bure__administration_sante_education__total,bure__autres_services__autres_formes,bure__autres_services__entrepreneur_individuel,bure__autres_services__sarl,bure__autres_services__sas_sasu,bure__autres_services__total,bure__commerce_transport_hebergement__autres_formes,bure__commerce_transport_hebergement__entrepreneur_individuel,bure__commerce_transport_hebergement__sarl,bure__commerce_transport_hebergement__sas_sasu,bure__commerce_transport_hebergement__total,bure__construction__autres_formes,bure__construction__entrepreneur_individuel,bure__construction__sarl,bure__construction__sas_sasu,bure__construction__total,bure__immobilier__autres_formes,bure__immobilier__entrepreneur_individuel,bure__immobilier__sarl,bure__immobilier__sas_sasu,bure__immobilier__total,bure__industrie_extractive_energie__autres_formes,bure__industrie_extractive_energie__entrepreneur_individuel,bure__industrie_extractive_energie__sarl,bure__industrie_extractive_energie__sas_sasu,bure__industrie_extractive_energie__total,bure__industrie_manufacturiere__autres_formes,bure__industrie_manufacturiere__entrepreneur_individuel,bure__industrie_manufacturiere__sarl,bure__industrie_manufacturiere__sas_sasu,bure__industrie_manufacturiere__total,bure__information_communication__autres_formes,bure__information_communication__entrepreneur_individuel,bure__information_communication__sarl,bure__information_communication__sas_sasu,bure__information_communication__total,bure__total__autres_formes,bure__total__entrepreneur_individuel,bure__total__sarl,bure__total__sas_sasu,bure__total__total
01,2012,17,70,74,26,187,16,1099,64,18,1197,9,887,94,15,1005,15,2020,675,106,2816,24,932,341,48,1345,89,97,93,25,304,5,371,158,23,557,85,1352,346,90,1873,4,231,46,26,307,264,7059,1891,377,9591
01,2013,16,65,86,52,219,24,1081,56,26,1187,5,772,89,13,879,14,1961,552,185,2712,31,807,292,93,1223,52,88,55,56,251,3,381,145,57,586,92,1216,333,130,1771,0,182,49,25,256,237,6553,1657,637,9084
01,2014,21,78,84,61,244,24,1018,56,27,1125,6,738,81,39,864,11,2065,578,283,2937,28,803,221,137,1189,17,83,66,62,228,2,386,117,59,564,41,1222,283,196,1742,3,168,37,38,246,153,6561,1523,902,9139
01,2015,27,56,66,79,228,21,1040,56,67,1184,7,607,67,66,747,14,1953,519,447,2933,31,622,183,172,1008,26,102,75,69,272,6,280,100,92,478,44,1035,242,297,1618,1,155,25,49,230,177,5850,1333,1338,8698
01,2016,16,39,70,68,193,22,948,39,82,1091,6,615,60,99,780,13,1946,396,645,3000,35,567,172,266,1040,42,159,68,122,391,5,250,73,149,477,48,1065,223,471,1807,3,171,29,86,289,190,5760,1130,1988,9068
01,2017,34,30,65,80,209,12,1049,46,76,1183,5,648,47,99,799,10,1965,361,795,3131,28,566,155,323,1072,73,202,76,102,453,29,291,77,180,577,46,1088,231,509,1874,3,154,20,98,275,240,5993,1078,2262,9573
01,2018,27,57,73,66,223,14,1141,50,77,1282,7,802,49,132,990,20,2299,342,828,3489,41,716,168,319,1244,92,167,78,116,453,8,326,83,205,622,474,1371,233,639,2717,0,221,26,75,322,683,7100,1102,2457,11342
01,2019,38,50,71,98,257,10,1205,59,96,1370,5,1051,60,128,1244,10,2714,350,806,3880,37,941,174,335,1487,102,272,76,192,642,1,539,98,196,834,309,1757,251,567,2884,0,258,20,67,345,512,8787,1159,2485,12943
01,2020,29,59,50,131,269,13,1153,57,97,1320,0,988,45,125,1158,8,2998,323,789,4118,31,863,173,336,1403,150,338,67,134,689,2,520,44,211,777,199,1711,218,581,2709,1,288,27,99,415,433,8918,1004,2503,12858
01,2021,53,80,65,189,387,9,1233,53,113,1408,2,1362,65,156,1585,13,3022,373,969,4377,25,961,195,426,1607,158,329,94,182,763,6,637,89,210,942,292,2099,250,739,3380,0,349,23,94,466,558,10072,1207,3078,14915
01,2022,48,66,82,264,460,4,1378,60,124,1566,2,1732,88,189,2011,17,2753,406,942,4118,43,1050,220,417,1730,147,304,123,206,780,0,782,90,276,1148,315,2503,296,758,3872,0,443,33,105,581,576,11011,1398,3281,16266
01,2023,43,54,72,220,389,5,1421,49,92,1567,3,1635,86,158,1882,12,2964,372,908,4256,43,952,192,356,1543,250,290,98,171,809,4,849,60,232,1145,286,2788,267,713,4054,3,597,25,99,724,649,11550,1221,2949,16369
01,2024,42,51,84,292,469,8,1420,61,102,1591,3,1693,62,200,1958,16,3536,370,995,4917,43,969,185,372,1569,30,246,140,199,615,3,968,73,263,1307,323,2936,286,787,4332,1,492,25,90,608,469,12311,1286,3300,17366
02,2012,27,75,53,21,176,6,679,53,8,746,8,689,80,11,788,7,1346,559,68,1980,42,701,273,27,1043,10,80,48,18,156,1,272,108,15,396,1036,973,262,71,2342,1,148,34,23,206,1138,4963,1470,262,7833
02,2013,29,39,39,31,138,19,700,49,11,779,5,602,76,16,699,10,1404,480,124,2018,25,588,255,57,925,18,61,51,10,140,7,228,91,24,350,1519,823,232,110,2684,1,148,34,18,201,1633,4593,1307,401,7934
02,2014,35,32,49,32,148,13,660,49,20,742,4,537,71,47,659,7,1256,463,188,1914,24,475,195,81,775,16,65,62,27,170,2,219,71,48,340,1291,692,199,137,2319,0,109,25,28,162,1392,4045,1184,608,7229
02,2015,34,36,46,44,160,16,704,50,47,817,6,469,69,58,602,15,1296,398,338,2047,31,416,165,158,770,31,49,49,36,165,20,169,67,61,317,1014,628,168,191,2001,1,109,25,33,168,1168,3876,1037,966,7047
02,2016,26,21,47,37,131,11,675,32,51,769,5,421,43,92,561,10,1307,323,467,2107,19,423,137,191,770,21,59,54,57,191,0,161,53,104,318,1310,614,126,315,2365,2,101,17,59,179,1404,3782,832,1373,7391
02,2017,27,18,47,68,160,12,716,34,51,813,8,438,43,91,580,10,1485,307,472,2274,32,409,106,203,750,12,73,63,65,213,0,218,55,101,374,1571,715,171,306,2763,1,98,23,56,178,1673,4170,849,1413,8105
02,2018,28,25,48,44,145,6,709,36,60,811,3,475,57,92,627,4,1637,309,428,2378,26,411,132,192,761,28,80,57,44,209,2,216,55,103,376,1866,761,171,329,3127,0,128,19,43,190,1963,4442,884,1335,8624
02,2019,41,31,45,57,174,8,787,26,62,883,2,618,50,99,769,5,1803,314,502,2624,33,428,123,178,762,54,104,85,59,302,4,280,62,89,435,1449,1027,157,321,2954,1,160,14,49,224,1597,5238,876,1416,9127
02,2020,49,27,36,80,192,10,661,41,41,753,1,530,31,74,636,7,2015,267,509,2798,38,474,128,226,866,52,94,78,108,332,3,280,55,112,450,1837,1015,145,322,3319,0,161,13,55,229,1997,5257,794,1527,9575
02,2021,46,47,47,125,265,12,832,52,76,972,3,793,64,113,973,3,2174,342,658,3177,28,519,149,247,943,17,153,78,124,372,4,477,66,132,679,2775,1362,175,520,4832,1,238,24,73,336,2889,6595,997,2068,12549
02,2022,73,30,47,189,339,3,897,43,65,1008,3,1040,53,124,1220,14,1753,304,613,2684,40,520,142,267,969,10,128,69,122,329,0,578,69,102,749,3922,1571,176,505,6174,0,265,18,63,346,4065,6782,921,2050,13818
02,2023,54,37,37,120,248,6,882,51,55,994,3,977,56,115,1151,19,1773,310,562,2664,52,516,101,201,870,154,213,70,111,548,1,633,42,97,773,3337,1830,189,542,5898,1,355,15,52,423,3627,7216,871,1855,13569
02,2024,54,37,37,137,265,8,814,48,54,924,7,1121,66,141,1335,14,2035,289,618,2956,47,573,107,220,947,71,199,55,96,421,2,828,54,111,995,1688,1741,171,478,4078,0,308,15,73,396,1891,7656,842,1928,12317
03,2012,9,24,37,11,81,6,320,22,3,351,3,408,37,5,453,8,960,216,65,1249,30,515,133,29,707,14,61,26,42,143,1,200,96,24,321,20,487,104,327,938,0,74,15,4,93,91,3049,686,510,4336
03,2013,24,25,26,25,100,6,362,21,8,397,1,301,29,9,340,8,1024,239,105,1376,18,480,133,47,678,7,32,52,15,106,1,185,81,45,312,7,431,105,168,711,0,61,17,14,92,72,2901,703,436,4112
03,2014,11,12,43,21,87,7,382,19,16,424,2,333,25,30,390,9,975,198,125,1307,21,398,105,83,607,15,37,37,17,106,0,191,37,33,261,21,444,89,324,878,1,47,17,15,80,87,2819,570,664,4140
03,2015,16,25,22,18,81,14,395,13,25,447,1,261,12,25,299,10,912,170,161,1253,25,311,86,114,536,6,32,19,20,77,1,173,32,47,253,15,402,58,185,660,0,51,8,16,75,88,2562,420,611,3681
03,2016,10,20,26,20,76,5,376,9,28,418,5,252,20,25,302,6,847,145,196,1194,27,261,69,113,470,4,54,18,28,104,4,123,28,71,226,18,349,54,171,592,2,53,8,19,82,81,2335,377,671,3464
03,2017,8,18,21,31,78,4,367,6,27,404,5,235,16,31,287,3,898,110,218,1229,14,260,60,108,442,5,61,18,28,112,0,117,28,88,233,13,385,56,202,656,2,50,4,18,74,54,2391,319,751,3515
03,2018,14,31,31,25,101,2,391,22,31,446,1,262,19,35,317,4,949,119,255,1327,17,308,56,173,554,3,30,25,31,89,2,159,30,75,266,8,464,53,288,813,0,69,7,25,101,51,2663,362,938,4014
03,2019,16,30,23,39,108,4,433,14,21,472,3,345,24,39,411,5,1095,107,242,1449,17,313,43,199,572,3,36,15,40,94,2,181,25,77,285,7,537,57,241,842,0,69,5,28,102,57,3039,313,926,4335
03,2020,18,14,18,40,90,3,396,14,24,437,0,317,11,41,369,4,1392,90,266,1752,23,250,55,166,494,3,70,5,49,127,5,193,18,82,298,8,565,48,236,857,1,88,6,24,119,65,3285,265,928,4543
03,2021,19,22,24,72,137,2,518,35,46,601,3,451,21,58,533,12,1669,134,393,2208,29,334,66,260,689,3,76,16,72,167,1,293,21,129,444,30,738,45,347,1160,0,111,10,43,164,99,4212,372,1420,6103
03,2022,16,36,31,110,193,4,546,19,39,608,0,605,19,66,690,5,1468,121,365,1959,18,415,63,272,768,7,95,30,74,206,3,390,19,127,539,28,877,70,331,1306,0,132,5,36,173,81,4564,377,1420,6442
03,2023,12,35,20,90,157,3,500,31,34,568,1,611,21,82,715,6,1405,101,392,1904,44,420,45,320,829,3,113,21,67,204,3,433,21,131,588,83,1045,61,344,1533,0,209,5,34,248,155,4771,326,1494,6746
03,2024,5,19,20,102,146,4,522,20,53,599,6,580,21,75,682,6,1521,102,434,2063,31,423,53,353,860,3,107,22,68,200,0,437,22,140,599,61,1138,68,387,1654,0,179,6,36,221,116,4926,334,1648,7024
04,2012,7,30,81,32,150,11,1077,87,9,1184,5,786,96,17,904,8,2190,680,74,2952,70,768,298,20,1156,27,78,73,52,230,1,366,131,24,522,217,1027,278,96,1618,4,155,55,13,227,350,6477,1779,337,8943
04,2013,13,35,89,35,172,18,1152,86,17,1273,6,695,100,10,811,9,2018,676,122,2825,72,727,304,46,1149,23,87,81,67,258,1,379,123,33,536,112,892,250,86,1340,2,149,56,17,224,256,6134,1765,433,8588
04,2014,14,58,108,38,218,21,1217,80,25,1343,1,618,68,22,709,7,1924,696,185,2812,91,641,298,41,1071,17,102,79,49,247,4,288,139,48,479,189,801,253,142,1385,2,155,38,31,226,346,5804,1759,581,8490
04,2015,12,70,71,46,199,18,1126,93,26,1263,8,584,84,29,705,12,1854,603,256,2725,55,592,286,125,1058,11,92,65,50,218,7,251,103,55,416,275,760,218,179,1432,1,141,39,41,222,399,5470,1562,807,8238
04,2016,14,58,59,51,182,18,1263,66,46,1393,9,591,86,57,743,9,2048,518,362,2937,67,519,246,140,972,37,76,48,49,210,1,239,103,90,433,193,778,194,232,1397,2,109,27,49,187,350,5681,1347,1076,8454
04,2017,18,49,75,49,191,11,1222,56,57,1346,5,650,78,57,790,3,2425,503,399,3330,67,502,228,166,963,40,82,74,43,239,2,234,94,102,432,194,791,218,261,1464,1,138,26,54,219,341,6093,1352,1188,8974
04,2018,17,63,73,48,201,10,1325,55,35,1425,4,768,92,58,922,8,2495,460,322,3285,69,590,220,135,1014,25,106,59,40,230,2,254,96,73,425,328,1068,203,212,1811,1,173,24,35,233,464,6842,1282,958,9546
04,2019,23,61,71,70,225,12,1512,72,44,1640,2,929,93,51,1075,16,2616,472,337,3441,71,673,221,148,1113,17,114,60,48,239,4,364,78,75,521,241,1146,189,247,1823,0,200,19,32,251,386,7615,1275,1052,10328
04,2020,12,37,90,99,238,15,1408,90,63,1576,6,871,70,71,1018,23,3272,506,436,4237,87,651,244,158,1140,23,123,80,95,321,0,395,101,102,598,258,1213,252,328,2051,2,198,37,81,318,426,8168,1470,1433,11497
04,2021,16,79,101,189,385,11,1604,115,83,1813,1,1215,96,80,1392,7,3915,584,503,5009,74,792,267,237,1370,7,90,101,137,335,0,461,120,90,671,161,1514,333,414,2422,0,357,50,84,491,277,10027,1767,1817,13888
04,2022,19,49,107,178,353,12,1730,118,88,1948,5,1526,99,88,1718,13,3555,552,546,4666,94,884,259,229,1466,10,93,100,160,363,4,608,90,96,798,206,1894,317,470,2887,0,342,42,90,474,363,10681,1684,1945,14673
04,2023,26,55,81,221,383,8,1725,120,69,1922,5,1494,106,83,1688,7,3170,506,537,4220,135,811,251,244,1441,30,243,81,141,495,2,665,84,96,847,207,2141,318,482,3148,0,546,32,73,651,420,10850,1579,1946,14795
04,2024,14,61,70,213,358,11,1663,122,86,1882,5,1579,108,111,1803,5,3181,543,581,4310,81,806,245,226,1358,14,270,50,131,465,1,626,82,131,840,1118,2084,303,494,3999,0,436,39,93,568,1249,10706,1562,2066,15583
05,2012,9,4,21,4,38,5,269,7,0,281,4,201,11,2,218,8,279,88,13,388,9,166,39,1,215,2,30,13,4,49,0,56,14,6,76,3,176,38,3,220,1,34,8,2,45,41,1215,239,35,1530
05,2013,3,2,11,5,21,4,299,11,2,316,2,184,13,1,200,7,277,118,45,447,10,131,33,5,179,2,20,13,6,41,1,75,14,16,106,2,160,32,16,210,1,37,9,1,48,32,1185,254,97,1568
05,2014,5,6,19,10,40,3,332,8,1,344,2,169,16,2,189,2,249,95,57,403,9,131,33,11,184,1,22,11,2,36,2,78,17,9,106,1,161,32,19,213,0,44,7,3,54,25,1192,238,114,1569
05,2015,14,1,14,9,38,6,314,10,3,333,1,174,6,10,191,2,290,64,49,405,16,96,19,15,146,2,26,9,11,48,1,51,13,11,76,11,134,26,22,193,0,17,2,5,24,53,1103,163,135,1454
05,2016,13,3,15,6,37,2,282,7,3,294,2,161,13,10,186,4,251,61,72,388,7,106,38,17,168,1,32,15,3,51,3,82,10,11,106,3,145,22,24,194,0,25,3,2,30,35,1087,184,148,1454
05,2017,19,4,15,7,45,4,273,4,5,286,4,196,9,9,218,5,234,70,69,378,10,109,23,31,173,0,28,14,8,50,2,71,9,17,99,3,177,21,32,233,1,27,1,6,35,48,1119,166,184,1517
05,2018,10,4,25,5,44,6,333,8,2,349,3,217,7,11,238,1,295,64,77,437,12,126,17,21,176,1,33,12,7,53,0,62,10,13,85,3,192,25,32,252,1,40,2,6,49,37,1302,170,174,1683
05,2019,23,5,17,11,56,1,320,8,5,334,2,247,9,15,273,0,332,69,71,472,12,117,29,24,182,1,50,12,13,76,1,100,10,13,124,1,258,32,27,318,1,48,1,11,61,42,1477,187,190,1896
05,2020,15,11,13,21,60,3,279,7,10,299,1,206,3,11,221,5,341,64,80,490,11,141,18,20,190,3,50,14,11,78,0,127,11,24,162,1,276,29,60,366,0,29,2,14,45,39,1460,161,251,1911
05,2021,24,6,15,36,81,2,295,7,11,315,1,296,10,14,321,8,364,68,73,513,15,163,27,41,246,9,55,14,24,102,1,135,18,25,179,2,309,30,61,402,0,69,6,8,83,62,1692,195,293,2242
05,2022,17,8,11,23,59,2,329,8,18,357,1,348,7,10,366,6,410,63,80,559,15,174,39,34,262,4,49,22,24,99,0,144,12,20,176,11,409,35,56,511,0,85,1,9,95,56,1956,198,274,2484
05,2023,21,5,21,32,79,4,326,4,5,339,1,307,10,11,329,7,312,58,77,454,8,153,32,32,225,3,25,17,23,68,1,139,8,16,164,3,386,28,50,467,0,91,1,7,99,48,1744,179,253,2224
05,2024,11,4,15,30,60,4,307,6,4,321,6,305,6,16,333,4,329,64,74,471,7,149,33,28,217,1,54,11,18,84,0,134,5,20,159,7,374,31,55,467,0,86,3,18,107,40,1742,174,263,2219
06,2012,36,132,174,65,407,18,1465,95,18,1596,7,1780,186,34,2007,25,3019,1272,240,4556,60,2308,923,110,3401,40,364,277,70,751,2,513,128,40,683,22,2871,606,189,3688,3,554,159,60,776,213,13006,3820,826,17865
06,2013,49,134,152,122,457,10,1680,70,45,1805,8,1432,156,58,1654,19,2826,1084,507,4436,68,1965,813,180,3026,39,291,235,97,662,6,422,99,59,586,21,2717,489,303,3530,7,464,105,82,658,227,11931,3203,1453,16814
06,2014,40,128,137,137,442,14,1635,109,47,1805,9,1382,127,86,1604,15,2880,943,614,4452,45,1770,703,287,2805,34,312,213,163,722,3,504,76,78,661,31,2626,404,454,3515,2,463,75,101,641,193,11700,2787,1967,16647
06,2015,54,87,142,142,425,14,1646,76,74,1810,5,1339,132,139,1615,18,2838,777,817,4450,61,1519,549,412,2541,38,333,210,186,767,1,372,78,89,540,22,2600,408,508,3538,1,434,62,141,638,214,11168,2434,2508,16324
06,2016,53,104,134,191,482,16,1681,53,79,1829,5,1225,102,147,1479,19,3139,711,1089,4958,77,1252,440,547,2316,38,387,210,258,893,2,333,87,98,520,31,2684,341,747,3803,3,392,48,195,638,244,11197,2126,3351,16918
06,2017,48,81,156,154,439,20,1721,80,85,1906,4,1402,92,198,1696,17,3755,586,1174,5532,71,1147,354,591,2163,38,509,168,270,985,2,364,60,125,551,22,2731,335,700,3788,3,476,49,187,715,225,12186,1880,3484,17775
06,2018,72,111,123,149,455,23,1886,57,93,2059,3,1589,101,175,1868,18,4397,534,1155,6104,79,1333,309,622,2343,45,594,187,305,1131,2,426,66,91,585,29,3378,350,732,4489,1,517,50,215,783,272,14231,1777,3537,19817
06,2019,74,130,92,228,524,13,1959,92,92,2156,6,1918,115,191,2230,17,5130,546,1208,6901,84,1545,328,650,2607,51,609,184,348,1192,2,482,63,130,677,27,4245,311,815,5398,0,677,53,210,940,274,16695,1784,3872,22625
06,2020,56,131,68,278,533,15,1835,79,111,2040,5,1908,94,181,2188,17,5750,503,1104,7374,77,1874,300,639,2890,59,738,193,413,1403,7,664,73,124,868,26,4480,319,812,5637,0,702,45,217,964,262,18082,1674,3879,23897
06,2021,70,132,94,406,702,7,2153,103,148,2411,9,2512,108,214,2843,22,6943,613,1408,8986,86,1750,369,802,3007,46,760,202,503,1511,2,802,86,170,1060,19,5319,395,1083,6816,1,914,77,245,1237,262,21285,2047,4979,28573
06,2022,89,166,76,424,755,9,2118,140,239,2506,5,3060,120,311,3496,25,5410,699,1398,7532,101,2183,375,858,3517,72,789,243,557,1661,1,911,82,179,1173,47,6360,394,1181,7982,18,1068,54,273,1413,367,22065,2183,5420,30035
06,2023,65,113,74,467,719,11,2138,116,105,2370,4,2943,106,294,3347,20,5512,732,1404,7668,72,2042,259,633,3006,44,765,211,500,1520,1,834,58,264,1157,34,5877,400,1145,7456,15,1012,55,240,1322,266,21236,2011,5052,28565
06,2024,53,100,71,509,733,2,2155,122,128,2407,9,2989,118,302,3418,22,5682,575,1455,7734,49,2178,274,686,3187,30,635,175,485,1325,0,875,76,234,1185,31,5665,417,1172,7285,11,1076,70,287,1444,207,21355,1898,5258,28718
07,2012,8,8,20,8,44,4,296,7,4,311,3,361,23,3,390,6,610,145,28,789,8,362,88,13,471,2,30,16,8,56,0,157,30,14,201,5,300,54,15,374,1,54,2,3,60,37,2178,385,96,2696
07,2013,6,6,17,11,40,5,309,12,1,327,5,313,23,7,348,6,621,116,56,799,3,338,78,28,447,4,41,7,8,60,1,189,24,10,224,8,291,54,15,368,1,60,8,12,81,39,2168,339,148,2694
07,2014,4,10,19,16,49,10,343,13,5,371,0,295,11,7,313,3,646,153,69,871,6,366,51,25,448,2,30,12,5,49,1,195,29,9,234,8,330,44,33,415,0,56,4,10,70,34,2271,336,179,2820
07,2015,7,12,23,12,54,9,351,7,2,369,2,257,15,11,285,3,596,113,106,818,5,277,54,27,363,3,30,9,13,55,1,135,14,17,167,7,276,36,36,355,1,44,4,6,55,38,1978,275,230,2521
07,2016,14,8,25,16,63,2,357,9,8,376,1,260,12,17,290,3,607,111,96,817,1,248,45,42,336,3,28,11,11,53,1,172,26,21,220,5,281,32,55,373,3,38,3,9,53,33,1999,274,275,2581
07,2017,5,10,16,13,44,5,333,21,11,370,0,294,15,15,324,7,645,106,126,884,4,235,39,41,319,2,23,17,14,56,1,147,20,28,196,1,337,34,54,426,1,71,0,13,85,26,2095,268,315,2704
07,2018,17,15,22,11,65,4,352,8,5,369,3,367,16,17,403,7,729,86,104,926,7,268,54,41,370,4,30,16,10,60,1,213,25,21,260,3,344,34,65,446,0,65,3,10,78,46,2383,264,284,2977
07,2019,14,10,18,36,78,2,331,9,6,348,1,432,17,17,467,1,716,104,104,925,6,297,58,41,402,1,39,14,24,78,5,274,15,24,318,3,502,31,62,598,0,84,5,18,107,33,2685,271,332,3321
07,2020,8,14,10,24,56,2,315,9,10,336,2,380,11,8,401,7,751,82,96,936,1,342,49,46,438,0,64,25,29,118,3,286,15,31,335,3,540,46,78,667,1,74,3,22,100,27,2766,250,344,3387
07,2021,7,14,13,38,72,4,379,13,10,406,0,509,16,18,543,5,864,117,147,1133,8,339,74,60,481,4,66,27,40,137,0,354,35,26,415,4,596,53,101,754,1,119,9,10,139,33,3240,357,450,4080
07,2022,16,11,10,72,109,4,396,16,8,424,1,564,21,24,610,5,671,114,159,949,14,378,88,55,535,0,63,41,57,161,2,467,31,32,532,4,682,59,115,860,0,142,6,14,162,46,3374,386,536,4342
07,2023,14,10,19,55,98,4,361,12,16,393,2,537,8,17,564,7,671,98,139,915,5,290,54,41,390,4,89,34,36,163,0,403,21,29,453,2,752,54,98,906,1,119,7,19,146,39,3232,307,450,4028
07,2024,15,12,13,73,113,3,399,12,9,423,1,509,20,26,556,2,745,124,139,1010,4,321,59,42,426,2,93,24,40,159,2,460,17,33,512,6,741,60,121,928,0,119,3,14,136,35,3399,332,497,4263
08,2012,9,12,9,5,35,1,121,7,0,129,0,204,16,0,220,5,415,125,18,563,2,216,65,2,285,4,12,6,1,23,1,65,16,6,88,4,143,31,9,187,0,41,8,1,50,26,1229,283,42,1580
08,2013,6,12,18,9,45,1,122,8,4,135,2,232,16,7,257,5,567,134,43,749,2,185,60,19,266,1,20,2,1,24,0,77,25,19,121,3,126,38,28,195,1,33,5,5,44,21,1374,306,135,1836
08,2014,17,11,14,13,55,1,121,8,7,137,1,215,9,1,226,4,565,78,45,692,0,168,46,19,233,1,17,4,3,25,1,91,15,17,124,5,130,22,16,173,0,28,3,2,33,30,1346,199,123,1698
08,2015,7,8,10,8,33,4,134,7,5,150,1,126,7,10,144,2,474,59,62,597,0,91,43,23,157,0,18,6,4,28,1,43,14,16,74,5,112,13,23,153,0,21,2,1,24,20,1027,161,152,1360
08,2016,13,4,13,9,39,3,159,5,9,176,1,159,14,5,179,1,489,70,70,630,3,108,33,43,187,0,15,4,2,21,2,44,16,11,73,3,141,12,27,183,0,23,0,3,26,26,1142,167,179,1514
08,2017,14,11,18,15,58,2,143,7,5,157,0,157,7,5,169,2,573,72,84,731,0,128,23,33,184,0,34,5,9,48,0,63,12,26,101,5,158,21,25,209,0,18,1,3,22,23,1285,166,205,1679
08,2018,5,9,15,12,41,4,151,9,1,165,0,143,7,4,154,3,578,60,82,723,5,136,27,25,193,3,39,7,5,54,0,57,13,22,92,3,140,15,27,185,0,27,1,5,33,23,1280,154,183,1640
08,2019,9,12,10,18,49,5,182,11,6,204,3,206,8,9,226,1,557,55,77,690,2,188,29,36,255,7,42,7,4,60,2,81,13,42,138,0,195,31,21,247,0,45,2,5,52,29,1508,166,218,1921
08,2020,7,6,19,32,64,1,147,2,4,154,0,194,7,6,207,5,660,54,89,808,1,230,28,27,286,4,56,7,18,85,0,116,15,18,149,5,225,16,38,284,0,50,2,7,59,23,1684,150,239,2096
08,2021,8,18,14,30,70,6,163,8,4,181,0,228,15,8,251,2,672,86,95,855,2,221,48,41,312,5,52,13,19,89,0,124,15,25,164,4,288,31,41,364,1,59,4,4,68,28,1825,234,267,2354
08,2022,21,10,13,34,78,3,190,8,4,205,0,277,7,13,297,3,592,85,105,785,1,238,46,37,322,3,60,9,15,87,0,223,14,23,260,5,340,25,39,409,0,83,4,3,90,36,2013,211,273,2533
08,2023,22,14,13,38,87,2,189,8,3,202,1,316,8,9,334,3,596,57,97,753,2,169,26,40,237,2,37,16,23,78,0,253,14,26,293,9,370,28,51,458,0,108,4,6,118,41,2052,174,293,2560
08,2024,25,16,16,38,95,5,174,4,6,189,0,316,9,12,337,0,612,74,118,804,2,183,35,45,265,2,46,8,35,91,1,303,14,26,344,2,396,21,57,476,0,90,1,3,94,37,2136,182,340,2695
09,2012,0,3,10,3,16,1,159,3,1,164,1,182,12,7,202,4,301,74,17,396,1,260,35,9,305,0,29,6,0,35,2,92,16,6,116,6,190,25,9,230,0,34,4,1,39,15,1250,185,53,1503
09,2013,4,7,14,4,29,0,165,3,4,172,0,131,6,5,142,0,301,54,40,395,0,230,33,16,279,1,28,3,2,34,0,88,19,7,114,5,165,20,15,205,0,29,1,4,34,10,1144,153,97,1404
09,2014,2,6,8,6,22,4,206,8,3,221,0,157,6,4,167,1,354,50,43,448,1,201,17,15,234,1,25,5,2,33,2,106,7,15,130,3,148,10,12,173,0,35,2,3,40,14,1238,113,103,1468
09,2015,1,3,10,4,18,4,170,1,4,179,2,132,5,8,147,0,267,34,55,356,1,140,11,23,175,4,22,3,9,38,4,83,4,16,107,6,140,14,26,186,1,27,3,8,39,23,984,85,153,1245
09,2016,1,4,15,5,25,0,164,0,7,171,2,145,4,12,163,0,293,40,68,401,2,125,8,30,165,0,25,3,3,31,0,94,4,14,112,0,114,14,28,156,1,21,0,3,25,6,985,88,170,1249
09,2017,5,3,6,9,23,3,207,2,2,214,0,155,9,14,178,2,309,36,72,419,2,131,11,26,170,0,33,3,6,42,0,75,10,22,107,2,135,13,38,188,0,18,3,2,23,14,1066,93,191,1364
09,2018,6,8,5,9,28,1,194,5,4,204,2,191,2,10,205,1,320,36,63,420,1,147,15,17,180,0,44,4,4,52,0,94,11,18,123,1,198,21,43,263,0,34,2,6,42,12,1230,101,174,1517
09,2019,3,3,6,10,22,6,208,3,2,219,1,217,6,8,232,2,330,31,68,431,3,177,21,26,227,0,56,5,8,69,0,114,9,16,139,3,221,18,26,268,0,45,1,10,56,18,1371,100,174,1663
09,2020,6,6,1,20,33,5,183,3,7,198,0,190,5,13,208,0,360,37,80,477,1,186,22,23,232,1,62,8,10,81,4,126,12,17,159,2,284,12,44,342,0,36,1,11,48,19,1433,101,225,1778
09,2021,11,5,4,23,43,5,203,4,6,218,1,255,7,10,273,2,398,44,80,524,1,222,16,40,279,1,66,4,15,86,5,191,10,19,225,2,277,21,45,345,0,51,9,6,66,28,1668,119,244,2059
09,2022,9,7,8,19,43,4,214,5,7,230,0,265,5,16,286,0,376,45,81,502,1,178,16,32,227,2,52,4,26,84,0,205,8,20,233,7,330,21,48,406,0,56,0,7,63,23,1683,112,256,2074
09,2023,2,5,3,25,35,2,247,8,10,267,1,277,7,12,297,0,348,33,60,441,1,180,13,38,232,1,45,5,10,61,0,238,14,21,273,4,314,27,40,385,0,65,5,4,74,11,1719,115,220,2065
09,2024,3,8,8,33,52,0,220,7,6,233,2,256,4,10,272,5,363,51,67,486,1,177,20,29,227,0,35,7,13,55,0,260,8,23,291,1,318,19,38,376,0,73,3,5,81,12,1710,127,224,2073
10,2012,14,11,23,9,57,1,168,4,1,174,1,254,25,2,282,3,402,116,26,547,13,224,48,8,293,4,28,22,4,58,0,90,18,11,119,14,262,48,22,346,2,61,9,6,78,52,1500,313,89,1954
