code_dept,annee,bure__activites_financieres__autres_formes,bure__activites_financieres__entrepreneur_individuel,bure__activites_financieres__sarl,bure__activites_financieres__sas_sasu,bure__activites_financieres__total,bure__administration_sante_education__autres_formes,bure__administration_sante_education__entrepreneur_individuel,bure__administration_sante_education__sarl,bure__administration_sante_education__sas_sasu,bure__administration_sante_education__total,bure__autres_services__autres_formes,bure__autres_services__entrepreneur_individuel,bure__autres_services__sarl,bure__autres_services__sas_sasu,bure__autres_services__total,bure__commerce_transport_hebergement__autres_formes,bure__commerce_transport_hebergement__entrepreneur_individuel,bure__commerce_transport_hebergement__sarl,bure__commerce_transport_hebergement__sas_sasu,bure__commerce_transport_hebergement__total,bure__construction__autres_formes,bure__construction__entrepreneur_individuel,bure__construction__sarl,bure__construction__sas_sasu,bure__construction__total,bure__immobilier__autres_formes,bure__immobilier__entrepreneur_individuel,bure__immobilier__sarl,bure__immobilier__sas_sasu,bure__immobilier__total,bure__industrie_extractive_energie__autres_formes,bure__industrie_extractive_energie__entrepreneur_individuel,bure__industrie_extractive_energie__sarl,bure__industrie_extractive_energie__sas_sasu,bure__industrie_extractive_energie__total,bure__industrie_manufacturiere__autres_formes,bure__industrie_manufacturiere__entrepreneur_individuel,bure__industrie_manufacturiere__sarl,bure__industrie_manufacturiere__sas_sasu,bure__industrie_manufacturiere__total,bure__information_communication__autres_formes,bure__information_communication__entrepreneur_individuel,bure__information_communication__sarl,bure__information_communication__sas_sasu,bure__information_communication__total,bure__total__autres_formes,bure__total__entrepreneur_individuel,bure__total__sarl,bure__total__sas_sasu,bure__total__total
36,2024,8,7,4,16,35,2,165,8,2,177,0,260,4,7,271,5,395,39,72,511,1,109,19,21,150,2,42,12,16,72,2,244,11,24,281,6,399,19,45,469,0,65,1,6,72,26,1686,117,209,2038
37,2012,15,30,67,9,121,14,460,38,7,519,0,474,35,5,514,8,896,269,51,1224,21,461,163,11,656,13,97,37,9,156,6,195,43,5,249,12,583,132,37,764,2,131,37,7,177,91,3327,821,141,4380
37,2013,16,30,50,27,123,11,538,38,6,593,2,403,39,9,453,3,986,229,67,1285,14,410,106,20,550,3,70,40,11,124,1,183,28,8,220,8,553,124,55,740,0,125,27,22,174,58,3298,681,225,4262
37,2014,18,23,70,22,133,16,549,38,8,611,2,477,41,11,531,6,886,258,117,1267,8,357,99,39,503,6,109,28,17,160,1,199,34,20,254,13,570,118,69,770,1,134,24,23,182,71,3304,710,326,4411
37,2015,12,27,62,40,141,19,502,37,17,575,0,400,41,17,458,12,858,215,131,1216,12,286,83,55,436,10,132,24,19,185,3,149,31,25,208,7,568,104,104,783,0,97,21,35,153,75,3019,618,443,4155
37,2016,20,30,54,41,145,10,567,37,12,626,2,395,35,32,464,9,899,206,192,1306,13,273,82,59,427,8,114,35,20,177,0,148,29,24,201,13,572,102,120,807,1,114,11,31,157,76,3112,591,531,4310
37,2017,17,26,65,25,133,15,587,33,20,655,3,438,33,34,508,11,1111,182,198,1502,17,275,85,59,436,4,183,28,28,243,1,173,21,36,231,9,625,117,148,899,2,137,9,54,202,79,3555,573,602,4809
37,2018,17,26,64,60,167,9,613,36,21,679,1,545,48,31,625,4,1617,186,165,1972,11,294,56,73,434,5,222,43,45,315,1,187,21,28,237,12,754,122,132,1020,0,174,14,31,219,60,4432,590,586,5668
37,2019,29,38,46,46,159,11,744,35,13,803,0,597,40,29,666,3,1596,190,214,2003,25,404,86,73,588,11,292,62,55,420,1,253,31,25,310,13,940,121,155,1229,0,223,25,34,282,93,5087,636,644,6460
37,2020,34,25,48,83,190,5,635,54,22,716,3,640,31,39,713,6,1842,176,197,2221,12,365,81,78,536,20,296,47,58,421,2,279,26,35,342,8,992,131,165,1296,0,216,11,44,271,90,5290,605,721,6706
37,2021,31,42,60,101,234,7,801,47,36,891,2,869,43,53,967,4,2159,212,304,2679,17,447,107,101,672,14,356,65,101,536,0,426,29,58,513,7,1182,138,214,1541,1,271,13,50,335,83,6553,714,1018,8368
37,2022,38,53,56,155,302,1,826,52,36,915,3,956,46,49,1054,2,1503,212,265,1982,23,415,109,102,649,16,257,70,131,474,1,486,35,57,579,6,1462,131,240,1839,0,299,16,56,371,90,6257,727,1091,8165
37,2023,39,47,64,127,277,8,774,32,17,831,2,918,32,42,994,8,1521,177,222,1928,17,401,90,84,592,7,165,47,86,305,2,472,26,41,541,7,1498,130,261,1896,1,359,13,50,423,91,6155,611,930,7787
37,2024,48,42,51,146,287,4,801,20,16,841,3,894,39,58,994,9,1699,185,282,2175,17,361,93,97,568,10,168,51,136,365,1,541,26,64,632,15,1474,148,267,1904,1,365,18,50,434,108,6345,631,1116,8200
38,2012,17,42,109,44,212,13,1331,79,12,1435,3,1060,125,12,1200,14,1816,702,132,2664,86,1306,475,56,1923,36,140,101,28,305,0,430,113,31,574,15,1562,396,129,2102,1,382,65,36,484,185,8069,2165,480,10899
38,2013,37,50,126,79,292,17,1423,49,26,1515,6,1022,76,32,1136,12,1934,636,254,2836,92,1295,412,157,1956,37,134,77,36,284,4,500,91,59,654,17,1590,313,181,2101,4,356,60,53,473,226,8304,1840,877,11247
38,2014,25,44,126,95,290,21,1425,54,31,1531,5,1032,97,49,1183,8,2024,528,350,2910,90,1242,310,219,1861,14,184,72,49,319,2,576,80,80,738,26,1733,260,289,2308,3,359,43,75,480,194,8619,1570,1237,11620
38,2015,36,54,99,76,265,21,1468,51,37,1577,6,922,62,57,1047,19,1897,431,490,2837,76,954,207,257,1494,26,249,65,65,405,1,374,77,97,549,23,1497,253,365,2138,1,302,31,87,421,209,7717,1276,1531,10733
38,2016,30,47,67,63,207,15,1428,62,51,1556,4,890,55,76,1025,12,2315,379,578,3284,122,802,200,295,1419,23,286,70,60,439,1,358,59,103,521,21,1539,278,399,2237,1,341,42,98,482,229,8006,1212,1723,11170
38,2017,26,48,83,77,234,15,1507,58,52,1632,4,997,55,83,1139,12,2722,358,666,3758,118,902,186,372,1578,33,331,84,79,527,4,368,50,80,502,25,1747,273,435,2480,2,332,37,89,460,239,8954,1184,1933,12310
38,2018,42,62,97,105,306,13,1535,56,51,1655,2,1184,56,103,1345,7,3384,344,572,4307,112,1083,219,330,1744,33,407,109,85,634,1,404,47,92,544,21,2172,255,416,2864,5,394,29,89,517,236,10625,1212,1843,13916
38,2019,47,60,83,148,338,15,1694,65,50,1824,4,1592,63,89,1748,6,3897,329,604,4836,130,1452,247,328,2157,28,525,92,113,758,1,733,57,109,900,13,2641,245,499,3398,2,511,31,109,653,246,13105,1212,2049,16612
38,2020,37,46,75,175,333,13,1532,50,54,1649,7,1482,66,79,1634,13,4302,320,637,5272,101,1470,217,342,2130,24,568,100,156,848,3,716,52,114,885,7,2736,241,539,3523,4,522,32,96,654,209,13374,1153,2192,16928
38,2021,52,68,74,260,454,17,1730,72,81,1900,5,1907,73,103,2088,19,4215,377,811,5422,118,1413,305,420,2256,21,613,149,210,993,1,958,87,126,1172,9,3136,298,678,4121,5,682,48,141,876,247,14722,1483,2830,19282
38,2022,57,61,97,287,502,10,1886,81,88,2065,3,2205,87,135,2430,24,3174,382,753,4333,136,1458,328,414,2336,18,555,135,216,924,3,1013,84,166,1266,14,3545,351,658,4568,1,787,33,116,937,266,14684,1578,2833,19361
38,2023,42,73,108,292,515,12,1815,64,56,1947,4,2095,74,101,2274,16,3388,325,655,4384,105,1296,244,323,1968,8,385,125,174,692,1,1028,54,95,1178,10,3655,314,622,4601,1,921,47,127,1096,199,14656,1355,2445,18655
38,2024,49,54,140,343,586,12,1842,69,73,1996,7,2161,81,139,2388,8,3870,381,761,5020,72,1289,290,369,2020,4,380,120,167,671,1,1171,63,128,1363,15,3793,350,681,4839,1,934,42,139,1116,169,15494,1536,2800,19999
39,2012,8,10,24,2,44,5,204,7,4,220,1,221,16,1,239,6,402,119,34,561,11,224,59,12,306,1,38,7,6,52,1,112,25,11,149,4,187,45,11,247,0,34,2,6,42,37,1432,304,87,1860
39,2013,3,9,20,10,42,2,190,10,1,203,2,201,16,4,223,4,482,109,34,629,10,185,46,18,259,4,22,8,5,39,0,111,13,15,139,6,172,31,27,236,0,46,9,1,56,31,1418,262,115,1826
39,2014,10,14,30,11,65,5,185,3,6,199,1,187,8,7,203,5,434,78,48,565,4,150,35,27,216,2,35,5,8,50,0,157,13,19,189,3,166,23,20,212,0,31,4,4,39,30,1359,199,150,1738
39,2015,2,11,20,11,44,6,202,4,3,215,1,167,11,7,186,4,388,78,67,537,2,120,25,31,178,1,36,7,15,59,3,106,11,17,137,7,152,26,24,209,0,28,1,8,37,26,1210,183,183,1602
39,2016,7,21,20,7,55,2,199,6,9,216,2,188,13,8,211,5,397,60,91,553,11,141,31,31,214,1,38,8,11,58,1,88,18,25,132,7,146,21,42,216,0,26,2,12,40,36,1244,179,236,1695
39,2017,6,16,12,10,44,3,222,1,5,231,0,181,8,10,199,4,462,76,109,651,3,156,23,48,230,1,48,13,22,84,1,86,22,16,125,7,165,29,39,240,1,42,1,14,58,26,1378,185,273,1862
39,2018,13,9,24,24,70,3,215,4,7,229,3,222,16,18,259,4,547,82,73,706,5,161,33,37,236,3,66,14,26,109,0,124,19,21,164,6,193,33,41,273,1,45,1,3,50,38,1582,226,250,2096
39,2019,12,12,15,22,61,2,198,10,6,216,0,253,8,19,280,4,590,66,101,761,7,219,48,33,307,3,60,13,24,100,3,146,10,21,180,3,240,30,50,323,0,45,3,8,56,34,1763,203,284,2284
39,2020,6,12,10,39,67,5,175,8,5,193,0,256,13,12,281,6,756,67,100,929,5,188,35,43,271,2,21,7,32,62,0,157,9,24,190,3,267,29,57,356,0,60,3,10,73,27,1892,181,322,2422
39,2021,17,14,7,47,85,3,235,5,6,249,1,329,9,14,353,8,672,74,124,878,5,196,52,54,307,3,35,21,53,112,0,213,15,21,249,4,314,36,95,449,0,66,7,9,82,41,2074,226,423,2764
39,2022,13,16,8,70,107,0,214,9,11,234,0,390,11,14,415,6,539,68,115,728,8,207,42,46,303,4,35,24,39,102,0,287,21,36,344,5,365,15,77,462,1,76,4,5,86,37,2129,202,413,2781
39,2023,15,24,13,70,122,3,238,6,4,251,1,357,7,13,378,1,534,55,103,693,11,211,42,58,322,3,61,19,43,126,1,297,13,50,361,1,399,31,82,513,0,79,3,9,91,36,2200,189,432,2857
39,2024,18,6,14,62,100,2,278,7,9,296,1,369,9,15,394,2,594,56,122,774,7,189,30,44,270,0,51,22,45,118,3,328,5,38,374,0,427,33,105,565,0,99,3,6,108,33,2341,179,446,2999
40,2012,10,27,41,7,85,2,425,16,1,444,2,446,31,5,484,6,779,234,33,1052,10,405,105,8,528,5,60,29,3,97,2,154,48,14,218,13,429,89,10,541,1,79,10,4,94,51,2804,603,85,3543
40,2013,16,28,40,14,98,6,435,16,4,461,1,397,24,5,427,3,811,232,56,1102,10,368,83,21,482,4,66,27,14,111,2,166,40,12,220,18,477,72,33,600,0,84,9,3,96,60,2832,543,162,3597
40,2014,11,18,30,23,82,9,462,17,8,496,1,438,32,10,481,10,880,213,80,1183,9,370,84,18,481,2,31,26,14,73,1,233,35,12,281,8,426,69,56,559,1,62,9,16,88,52,2920,515,237,3724
40,2015,10,26,26,29,91,8,504,13,17,542,3,357,20,15,395,9,804,178,102,1093,11,293,68,39,411,12,54,20,21,107,1,179,27,18,225,10,464,53,49,576,0,65,8,12,85,64,2746,413,302,3525
40,2016,17,17,34,28,96,6,495,18,22,541,2,362,19,22,405,12,775,191,160,1138,10,286,69,66,431,4,111,39,27,181,1,237,23,24,285,14,440,60,85,599,0,54,12,20,86,66,2777,465,454,3762
40,2017,15,21,40,34,110,8,540,19,10,577,2,407,27,33,469,7,777,168,176,1128,15,265,74,62,416,2,102,36,36,176,2,201,28,24,255,7,513,52,108,680,0,59,4,22,85,58,2885,448,505,3896
40,2018,23,22,31,28,104,7,571,14,12,604,2,498,25,21,546,3,942,159,158,1262,14,310,70,47,441,4,141,49,34,228,2,190,26,31,249,5,640,83,87,815,1,71,8,8,88,61,3385,465,426,4337
40,2019,28,27,29,61,145,12,634,13,18,677,4,655,19,23,701,9,1288,158,175,1630,16,379,88,52,535,5,121,31,59,216,1,235,30,29,295,10,779,69,110,968,1,119,10,21,151,86,4237,447,548,5318
40,2020,9,34,29,68,140,4,520,16,13,553,0,502,13,21,536,11,1413,155,193,1772,14,346,83,66,509,9,88,36,73,206,0,306,23,37,366,4,834,70,107,1015,0,136,6,24,166,51,4179,431,602,5263
40,2021,19,32,28,123,202,4,659,21,15,699,1,678,38,33,750,2,1392,207,229,1830,13,412,107,69,601,7,133,53,109,302,1,380,36,37,454,4,976,86,171,1237,0,144,15,23,182,51,4806,591,809,6257
40,2022,20,40,34,139,233,1,653,25,29,708,1,891,49,41,982,9,1049,168,187,1413,11,405,91,83,590,12,138,53,117,320,0,407,36,61,504,11,1113,100,170,1394,0,185,5,19,209,65,4881,561,846,6353
40,2023,25,22,25,123,195,4,603,27,26,660,2,854,30,39,925,8,1067,152,148,1375,20,413,105,66,604,7,208,31,90,336,1,491,25,61,578,7,1195,94,156,1452,1,203,9,15,228,75,5056,498,724,6353
